FitMethod,sigmaC,TemporalRes,TrueRelKt,TrueRelVe,TrueKep,TrueVp,errKt,errVe,errKep,errVp,stdErrKt,stdErrVe,stdErrKep,stdErrVp,meanResid,stdResid,fracImag
ETM,0.050000,15.000000,3.571429,2.857143,0.625000,0.150000,-3.067205,-3.468581,0.250840,11.194262,23.201121,7.026846,21.440668,24.968126,NaN,NaN,0.000000
ERTM,0.050000,15.000000,3.571429,2.857143,0.625000,0.150000,-0.158345,-0.552750,-2.404304,2.851315,33.849530,17.171721,19.188224,54.878690,NaN,NaN,0.000000
CERRM,0.050000,15.000000,3.571429,2.857143,0.625000,0.150000,3.846005,3.999284,-11.314965,-1.284739,23.335601,12.177519,11.638648,44.446862,NaN,NaN,0.000000
ERRM,0.050000,15.000000,3.571429,2.857143,0.625000,0.150000,28.767894,31.195351,-42.520586,-4.307606,31.730130,44.300031,103.897184,46.458283,NaN,NaN,0.001200
CERRM-NN,0.050000,15.000000,3.571429,2.857143,0.625000,0.150000,3.833732,3.996198,-11.320556,-1.273894,23.299081,12.170361,11.624825,44.420768,NaN,NaN,0.000000
ERRM-NN,0.050000,15.000000,3.571429,2.857143,0.625000,0.150000,20.557507,9.551560,-23.549885,-3.660100,22.276226,16.850744,75.460540,47.117053,NaN,NaN,0.001200
ETM,0.050000,1.000000,3.571429,2.857143,0.625000,0.200000,0.224797,0.115821,0.112319,-0.214489,2.107699,0.822483,2.109585,1.114418,NaN,NaN,0.000000
ERTM,0.050000,1.000000,3.571429,2.857143,0.625000,0.200000,131.746209,42.052997,63.119604,-89.905631,9.238388,1.033255,5.831191,0.845981,NaN,NaN,0.000000
CERRM,0.050000,1.000000,3.571429,2.857143,0.625000,0.200000,0.148192,-6.096165,24.474214,-3.239563,5.900273,2.477695,4.812489,4.550474,NaN,NaN,0.000000
ERRM,0.050000,1.000000,3.571429,2.857143,0.625000,0.200000,2.266187,-5.477265,29.220029,-3.686291,6.900737,9.680933,40.595187,5.270475,NaN,NaN,0.000000
CERRM-NN,0.050000,1.000000,3.571429,2.857143,0.625000,0.200000,0.148192,-6.096165,24.474214,-3.239563,5.900273,2.477695,4.812489,4.550474,NaN,NaN,0.000000
ERRM-NN,0.050000,1.000000,3.571429,2.857143,0.625000,0.200000,2.266187,-5.477265,29.220029,-3.686291,6.900737,9.680933,40.595187,5.270475,NaN,NaN,0.000000
ETM,0.050000,5.000000,3.571429,2.857143,0.625000,0.200000,0.277469,0.140576,0.153986,-0.172472,4.753660,1.819958,4.762575,2.522637,NaN,NaN,0.000000
ERTM,0.050000,5.000000,3.571429,2.857143,0.625000,0.200000,30.070675,11.220846,16.912364,-24.387128,8.967746,2.652208,6.979205,5.189196,NaN,NaN,0.000000
CERRM,0.050000,5.000000,3.571429,2.857143,0.625000,0.200000,1.939765,0.344180,2.152568,-1.414963,9.842117,4.143890,6.985764,8.954423,NaN,NaN,0.000000
ERRM,0.050000,5.000000,3.571429,2.857143,0.625000,0.200000,9.022543,4.398202,4.328126,-2.214819,15.771861,23.137630,67.752851,9.920714,NaN,NaN,0.000000
CERRM-NN,0.050000,5.000000,3.571429,2.857143,0.625000,0.200000,1.939765,0.344180,2.152568,-1.414963,9.842117,4.143890,6.985764,8.954423,NaN,NaN,0.000000
ERRM-NN,0.050000,5.000000,3.571429,2.857143,0.625000,0.200000,8.258927,0.315274,5.860735,-2.240326,13.920182,16.476450,64.599265,9.905809,NaN,NaN,0.000000
ETM,0.050000,10.000000,3.571429,2.857143,0.625000,0.200000,0.318801,-0.086406,0.324748,0.486831,11.879658,3.356819,10.576912,5.652831,NaN,NaN,0.000000
ERTM,0.050000,10.000000,3.571429,2.857143,0.625000,0.200000,1.419208,0.545011,0.140567,-0.659731,19.288779,8.929187,12.092431,20.633311,NaN,NaN,0.000000
CERRM,0.050000,10.000000,3.571429,2.857143,0.625000,0.200000,3.739496,3.999711,-8.416398,-0.773095,14.825625,6.937428,8.727874,17.633236,NaN,NaN,0.000000
ERRM,0.050000,10.000000,3.571429,2.857143,0.625000,0.200000,20.589906,20.658188,-23.148819,-1.760750,25.640106,39.343383,85.182933,19.187826,NaN,NaN,0.000000
CERRM-NN,0.050000,10.000000,3.571429,2.857143,0.625000,0.200000,3.739496,3.999711,-8.416398,-0.773095,14.825625,6.937428,8.727874,17.633236,NaN,NaN,0.000000
ERRM-NN,0.050000,10.000000,3.571429,2.857143,0.625000,0.200000,15.808097,4.950558,-14.276071,-1.773108,17.865772,17.187776,70.471777,19.279664,NaN,NaN,0.000000
ETM,0.050000,15.000000,3.571429,2.857143,0.625000,0.200000,-2.741407,-3.370376,0.465657,8.265753,23.418461,7.120308,21.530729,18.899982,NaN,NaN,0.000000
ERTM,0.050000,15.000000,3.571429,2.857143,0.625000,0.200000,0.934221,-0.142038,-3.812536,2.138546,43.690018,22.328356,24.586655,54.252276,NaN,NaN,0.000000
CERRM,0.050000,15.000000,3.571429,2.857143,0.625000,0.200000,5.545487,3.782575,-5.601016,-2.410085,30.902513,16.865472,14.795296,43.240482,NaN,NaN,0.000000
ERRM,0.050000,15.000000,3.571429,2.857143,0.625000,0.200000,45.856392,47.716238,-43.514959,-6.193731,43.191139,60.192261,118.722290,44.446934,NaN,NaN,0.001800
CERRM-NN,0.050000,15.000000,3.571429,2.857143,0.625000,0.200000,5.542184,3.781729,-5.602403,-2.408041,30.892420,16.863305,14.792099,43.235523,NaN,NaN,0.000000
ERRM-NN,0.050000,15.000000,3.571429,2.857143,0.625000,0.200000,31.100373,14.878815,-19.292985,-5.089654,28.357648,18.625313,82.985849,45.558920,NaN,NaN,0.001800
ETM,0.060000,1.000000,3.571429,2.857143,0.625000,0.001000,0.034563,0.026752,0.011587,3.680991,2.402010,0.948881,2.371261,264.397498,NaN,NaN,0.000000
ERTM,0.060000,1.000000,3.571429,2.857143,0.625000,0.001000,0.283909,0.313043,-0.037879,-89.403579,4.267611,0.932684,3.931479,68.040716,NaN,NaN,0.000000
CERRM,0.060000,1.000000,3.571429,2.857143,0.625000,0.001000,-2.790178,-1.014364,-15.663235,278.195087,3.813901,1.590540,2.587213,811.395379,NaN,NaN,0.000000
ERRM,0.060000,1.000000,3.571429,2.857143,0.625000,0.001000,-45.232521,-56.867375,-3.251795,55.684210,47.595708,62.632282,33.870730,902.975391,NaN,NaN,0.000000
CERRM-NN,0.060000,1.000000,3.571429,2.857143,0.625000,0.001000,-3.808335,-1.268413,-16.318188,448.035600,2.889661,1.314175,2.242653,592.470643,NaN,NaN,0.000000
ERRM-NN,0.060000,1.000000,3.571429,2.857143,0.625000,0.001000,-3.685620,-2.084806,-13.895236,343.445868,4.048995,1.860688,30.229564,577.732610,NaN,NaN,0.000000
ETM,0.060000,5.000000,3.571429,2.857143,0.625000,0.001000,-0.087984,0.022903,-0.090231,18.349579,5.398222,2.069865,5.385746,587.016946,NaN,NaN,0.000000
ERTM,0.060000,5.000000,3.571429,2.857143,0.625000,0.001000,-0.144106,0.104581,-0.226917,9.153827,5.882852,1.995478,5.908619,554.652819,NaN,NaN,0.000000
CERRM,0.060000,5.000000,3.571429,2.857143,0.625000,0.001000,-5.149497,-1.969915,-31.216343,524.128522,6.845332,2.828122,4.342462,1674.711718,NaN,NaN,0.000000
ERRM,0.060000,5.000000,3.571429,2.857143,0.625000,0.001000,-44.185067,-54.343589,-27.467279,327.830997,45.203419,64.024937,59.597146,1779.005207,NaN,NaN,0.000000
CERRM-NN,0.060000,5.000000,3.571429,2.857143,0.625000,0.001000,-7.254936,-2.360986,-32.437207,926.946274,5.133770,2.499664,3.786706,1176.412622,NaN,NaN,0.000000
ERRM-NN,0.060000,5.000000,3.571429,2.857143,0.625000,0.001000,-7.459579,-6.245999,-39.259661,826.804374,6.066228,9.444008,46.547138,1160.188432,NaN,NaN,0.000000
ETM,0.060000,10.000000,3.571429,2.857143,0.625000,0.001000,0.117344,-0.185193,0.226540,169.112718,12.524350,3.658011,11.232662,1246.073147,NaN,NaN,0.000000
ERTM,0.060000,10.000000,3.571429,2.857143,0.625000,0.001000,-0.332393,-0.086888,-0.228245,106.889602,8.701794,3.283040,8.286692,1138.133883,NaN,NaN,0.000000
CERRM,0.060000,10.000000,3.571429,2.857143,0.625000,0.001000,-6.354166,-2.513145,-40.126519,687.226686,8.484757,3.610463,5.180522,2200.571214,NaN,NaN,0.000000
ERRM,0.060000,10.000000,3.571429,2.857143,0.625000,0.001000,-41.643810,-47.840684,-53.424464,617.091926,43.749741,65.121256,70.201320,2250.753602,NaN,NaN,0.000000
CERRM-NN,0.060000,10.000000,3.571429,2.857143,0.625000,0.001000,-8.942595,-2.850165,-41.532788,1228.102149,6.460651,3.403088,4.578186,1529.123396,NaN,NaN,0.000000
ERRM-NN,0.060000,10.000000,3.571429,2.857143,0.625000,0.001000,-9.249726,-7.714061,-55.811066,1158.911294,6.775810,11.287827,44.638316,1506.467108,NaN,NaN,0.000000
ETM,0.060000,15.000000,3.571429,2.857143,0.625000,0.001000,-3.956439,-3.608706,-0.538258,1738.967673,23.895618,7.410649,22.010145,3872.708591,NaN,NaN,0.000000
ERTM,0.060000,15.000000,3.571429,2.857143,0.625000,0.001000,-0.077899,-0.182641,0.084572,145.115798,11.488609,4.429755,10.407019,1681.097892,NaN,NaN,0.000000
CERRM,0.060000,15.000000,3.571429,2.857143,0.625000,0.001000,-6.922379,-2.797958,-44.718050,784.350859,9.593795,4.266655,5.750500,2579.386182,NaN,NaN,0.000000
ERRM,0.060000,15.000000,3.571429,2.857143,0.625000,0.001000,-41.890216,-46.129961,-67.299921,727.498400,43.559419,66.495426,74.437351,2562.386272,NaN,NaN,0.000000
CERRM-NN,0.060000,15.000000,3.571429,2.857143,0.625000,0.001000,-9.888854,-3.076120,-46.274571,1434.143431,7.314814,4.174662,5.065786,1786.032171,NaN,NaN,0.000000
ERRM-NN,0.060000,15.000000,3.571429,2.857143,0.625000,0.001000,-10.063720,-8.589123,-63.559109,1352.011733,7.413825,13.286734,43.051659,1748.074839,NaN,NaN,0.000000
ETM,0.060000,1.000000,3.571429,2.857143,0.625000,0.005000,0.019694,0.012243,0.011778,0.900695,2.430061,0.938146,2.426826,52.854189,NaN,NaN,0.000000
ERTM,0.060000,1.000000,3.571429,2.857143,0.625000,0.005000,2.427658,1.121723,1.282630,-91.880850,4.364022,0.944925,3.992186,13.610771,NaN,NaN,0.000000
CERRM,0.060000,1.000000,3.571429,2.857143,0.625000,0.005000,-1.884009,-0.621410,-11.069062,38.359221,4.095117,1.694445,2.855819,164.377364,NaN,NaN,0.000000
ERRM,0.060000,1.000000,3.571429,2.857143,0.625000,0.005000,-29.556628,-37.201136,-1.401084,3.835085,43.931650,57.717311,34.878784,179.686931,NaN,NaN,0.000000
CERRM-NN,0.060000,1.000000,3.571429,2.857143,0.625000,0.005000,-2.469571,-0.775739,-11.451227,57.041018,3.408953,1.495770,2.558899,136.138314,NaN,NaN,0.000000
ERRM-NN,0.060000,1.000000,3.571429,2.857143,0.625000,0.005000,-2.199534,-1.410244,-7.183637,35.603911,4.520340,1.853640,31.986231,136.620924,NaN,NaN,0.000000
ETM,0.060000,5.000000,3.571429,2.857143,0.625000,0.005000,-0.003825,0.044426,-0.029107,1.011101,5.421841,2.098828,5.364420,118.990775,NaN,NaN,0.000000
ERTM,0.060000,5.000000,3.571429,2.857143,0.625000,0.005000,0.594474,0.408049,0.203499,-25.671189,6.051567,2.032561,5.985768,111.381500,NaN,NaN,0.000000
CERRM,0.060000,5.000000,3.571429,2.857143,0.625000,0.005000,-4.596031,-1.550312,-29.540065,95.044237,7.064203,2.903666,4.498085,337.455419,NaN,NaN,0.000000
ERRM,0.060000,5.000000,3.571429,2.857143,0.625000,0.005000,-36.140829,-44.221455,-27.770216,62.394768,43.750009,62.278682,60.357415,354.712461,NaN,NaN,0.000000
CERRM-NN,0.060000,5.000000,3.571429,2.857143,0.625000,0.005000,-6.202537,-1.865680,-30.469899,155.181549,5.512212,2.595001,3.964210,254.746738,NaN,NaN,0.000000
ERRM-NN,0.060000,5.000000,3.571429,2.857143,0.625000,0.005000,-6.305295,-5.856075,-34.989740,133.603960,6.385718,10.201268,48.030092,253.715850,NaN,NaN,0.000000
ETM,0.060000,10.000000,3.571429,2.857143,0.625000,0.005000,0.421037,-0.127221,0.471046,28.512167,12.464356,3.649292,11.154549,248.380642,NaN,NaN,0.000000
ERTM,0.060000,10.000000,3.571429,2.857143,0.625000,0.005000,-0.071058,0.013992,-0.070027,11.543072,8.593715,3.224038,8.158225,223.927763,NaN,NaN,0.000000
CERRM,0.060000,10.000000,3.571429,2.857143,0.625000,0.005000,-5.721034,-2.068611,-39.109847,128.035188,8.533187,3.567256,5.213334,438.797554,NaN,NaN,0.000000
ERRM,0.060000,10.000000,3.571429,2.857143,0.625000,0.005000,-36.097078,-40.874486,-52.763872,112.264790,42.921986,64.024059,70.029717,445.336999,NaN,NaN,0.000000
CERRM-NN,0.060000,10.000000,3.571429,2.857143,0.625000,0.005000,-7.779526,-2.358573,-40.222764,212.671223,6.730694,3.369780,4.632981,327.930086,NaN,NaN,0.000000
ERRM-NN,0.060000,10.000000,3.571429,2.857143,0.625000,0.005000,-7.882456,-7.050652,-52.631120,195.714109,7.112369,11.281317,46.345895,323.978193,NaN,NaN,0.000000
ETM,0.060000,15.000000,3.571429,2.857143,0.625000,0.005000,-3.919183,-3.679417,-0.442329,358.430312,23.733220,7.475676,21.747121,786.913149,NaN,NaN,0.000000
ERTM,0.060000,15.000000,3.571429,2.857143,0.625000,0.005000,-0.208221,-0.238388,-0.006350,33.861826,11.617115,4.451907,10.406154,339.552638,NaN,NaN,0.000000
CERRM,0.060000,15.000000,3.571429,2.857143,0.625000,0.005000,-6.208858,-2.200957,-41.901057,147.467751,10.180684,4.267829,6.138553,525.026870,NaN,NaN,0.000000
ERRM,0.060000,15.000000,3.571429,2.857143,0.625000,0.005000,-36.324169,-39.258993,-65.768946,142.541704,42.584367,65.392190,74.126745,519.091186,NaN,NaN,0.000000
CERRM-NN,0.060000,15.000000,3.571429,2.857143,0.625000,0.005000,-8.790935,-2.515904,-43.264773,256.266150,7.893468,4.103053,5.388956,383.648864,NaN,NaN,0.000000
ERRM-NN,0.060000,15.000000,3.571429,2.857143,0.625000,0.005000,-8.935872,-7.659713,-60.397938,241.392399,7.723137,13.122781,44.894084,376.544161,NaN,NaN,0.000000
ETM,0.060000,1.000000,3.571429,2.857143,0.625000,0.050000,0.054245,0.045424,0.013150,-0.305255,2.454512,0.948797,2.447100,5.239276,NaN,NaN,0.000000
ERTM,0.060000,1.000000,3.571429,2.857143,0.625000,0.050000,28.232443,10.596284,15.933178,-92.704539,5.583252,0.990342,4.617286,1.497354,NaN,NaN,0.000000
CERRM,0.060000,1.000000,3.571429,2.857143,0.625000,0.050000,1.111255,0.094555,4.159641,-3.305742,5.064859,2.132071,3.728812,18.032430,NaN,NaN,0.000000
ERRM,0.060000,1.000000,3.571429,2.857143,0.625000,0.050000,2.488285,0.138257,7.693599,-4.612314,6.108587,2.525958,38.147830,19.684131,NaN,NaN,0.000000
CERRM-NN,0.060000,1.000000,3.571429,2.857143,0.625000,0.050000,1.110681,0.094390,4.159289,-3.304240,5.061643,2.131115,3.727432,18.023745,NaN,NaN,0.000000
ERRM-NN,0.060000,1.000000,3.571429,2.857143,0.625000,0.050000,2.487072,0.131262,7.703789,-4.613896,6.108998,2.531357,38.114831,19.681059,NaN,NaN,0.000000
ETM,0.060000,5.000000,3.571429,2.857143,0.625000,0.050000,0.106973,0.035409,0.093735,0.139679,5.447948,2.131831,5.439901,11.763537,NaN,NaN,0.000000
ERTM,0.060000,5.000000,3.571429,2.857143,0.625000,0.050000,9.692778,3.800896,5.694191,-32.785319,6.674906,2.105986,6.369149,12.535377,NaN,NaN,0.000000
CERRM,0.060000,5.000000,3.571429,2.857143,0.625000,0.050000,-0.652096,0.747581,-13.652109,3.514314,8.801538,3.631235,5.992509,36.177734,NaN,NaN,0.000000
ERRM,0.060000,5.000000,3.571429,2.857143,0.625000,0.050000,2.250436,2.408440,-19.478095,2.590040,11.604647,14.443385,63.749718,37.662226,NaN,NaN,0.000000
CERRM-NN,0.060000,5.000000,3.571429,2.857143,0.625000,0.050000,-0.661815,0.745068,-13.657597,3.543729,8.774515,3.624736,5.981346,36.085149,NaN,NaN,0.000000
ERRM-NN,0.060000,5.000000,3.571429,2.857143,0.625000,0.050000,2.152283,-1.074595,-16.064668,2.245801,9.883536,8.019225,57.180196,37.455735,NaN,NaN,0.000000
ETM,0.060000,10.000000,3.571429,2.857143,0.625000,0.050000,0.166142,-0.190979,0.284498,3.074132,12.446094,3.660169,11.181201,25.055417,NaN,NaN,0.000000
ERTM,0.060000,10.000000,3.571429,2.857143,0.625000,0.050000,1.621021,0.714180,0.875731,-5.035813,9.839882,3.840489,8.705872,29.787719,NaN,NaN,0.000000
CERRM,0.060000,10.000000,3.571429,2.857143,0.625000,0.050000,-1.453791,1.517952,-26.402384,7.019882,10.733601,4.352982,6.756209,49.694796,NaN,NaN,0.000000
ERRM,0.060000,10.000000,3.571429,2.857143,0.625000,0.050000,1.056391,4.460997,-47.276385,7.180177,17.659125,28.946787,73.520382,49.489896,NaN,NaN,0.000000
CERRM-NN,0.060000,10.000000,3.571429,2.857143,0.625000,0.050000,-1.542108,1.498307,-26.448448,7.320183,10.544703,4.316236,6.685641,48.954446,NaN,NaN,0.000000
ERRM-NN,0.060000,10.000000,3.571429,2.857143,0.625000,0.050000,1.473603,-1.404564,-36.468605,6.578914,10.302711,10.214714,55.779282,49.093263,NaN,NaN,0.000000
ETM,0.060000,15.000000,3.571429,2.857143,0.625000,0.050000,-3.349789,-3.581655,0.055400,35.656446,24.059047,7.474085,22.087249,78.346581,NaN,NaN,0.000000
ERTM,0.060000,15.000000,3.571429,2.857143,0.625000,0.050000,0.432326,0.053713,0.084179,1.102003,15.618984,7.003436,11.684102,61.854835,NaN,NaN,0.000000
CERRM,0.060000,15.000000,3.571429,2.857143,0.625000,0.050000,-1.733049,2.057171,-35.039529,9.217879,12.155500,5.129629,7.020383,67.440413,NaN,NaN,0.000000
ERRM,0.060000,15.000000,3.571429,2.857143,0.625000,0.050000,-3.311233,-0.156931,-62.004034,7.709712,27.953061,46.856736,79.161403,68.231643,NaN,NaN,0.000100
CERRM-NN,0.060000,15.000000,3.571429,2.857143,0.625000,0.050000,-2.130441,1.985534,-35.236501,10.710875,11.498589,5.022800,6.809062,64.417030,NaN,NaN,0.000000
ERRM-NN,0.060000,15.000000,3.571429,2.857143,0.625000,0.050000,0.970107,-1.660614,-47.204086,8.808097,10.785082,15.957113,53.816442,65.468735,NaN,NaN,0.000100
ETM,0.060000,1.000000,3.571429,2.857143,0.625000,0.100000,0.192348,0.107327,0.089228,-0.361569,2.470485,0.953672,2.458163,2.644091,NaN,NaN,0.000000
ERTM,0.060000,1.000000,3.571429,2.857143,0.625000,0.100000,60.623663,21.401163,32.288323,-92.740601,7.257082,1.058033,5.398418,0.931550,NaN,NaN,0.000000
CERRM,0.060000,1.000000,3.571429,2.857143,0.625000,0.100000,1.992657,-1.088025,12.992025,-4.011603,5.752554,2.437368,4.372691,9.663552,NaN,NaN,0.000000
ERRM,0.060000,1.000000,3.571429,2.857143,0.625000,0.100000,3.834182,-0.862318,17.752465,-4.908395,6.406708,5.200185,42.135684,10.850986,NaN,NaN,0.000000
CERRM-NN,0.060000,1.000000,3.571429,2.857143,0.625000,0.100000,1.992657,-1.088025,12.992025,-4.011603,5.752554,2.437368,4.372691,9.663552,NaN,NaN,0.000000
ERRM-NN,0.060000,1.000000,3.571429,2.857143,0.625000,0.100000,3.832735,-0.875867,17.758689,-4.908801,6.405200,5.206525,42.117177,10.850194,NaN,NaN,0.000000
ETM,0.060000,5.000000,3.571429,2.857143,0.625000,0.100000,0.044650,0.115099,-0.050482,-0.071392,5.501916,2.118709,5.453188,5.894014,NaN,NaN,0.000000
ERTM,0.060000,5.000000,3.571429,2.857143,0.625000,0.100000,19.840392,7.672667,11.304505,-33.223575,7.799820,2.293307,6.904439,7.584771,NaN,NaN,0.000000
CERRM,0.060000,5.000000,3.571429,2.857143,0.625000,0.100000,1.000845,1.512759,-7.354681,-0.124642,9.846035,4.088421,6.781349,19.150189,NaN,NaN,0.000000
ERRM,0.060000,5.000000,3.571429,2.857143,0.625000,0.100000,6.418618,5.195368,-12.121247,-0.983675,11.756559,17.611032,68.969548,20.257052,NaN,NaN,0.000000
CERRM-NN,0.060000,5.000000,3.571429,2.857143,0.625000,0.100000,1.000845,1.512759,-7.354681,-0.124642,9.846035,4.088421,6.781349,19.150189,NaN,NaN,0.000000
ERRM-NN,0.060000,5.000000,3.571429,2.857143,0.625000,0.100000,5.516535,0.124168,-8.622079,-1.138008,10.835237,9.639228,62.314869,20.223621,NaN,NaN,0.000000
ETM,0.060000,10.000000,3.571429,2.857143,0.625000,0.100000,0.459142,-0.107542,0.490551,1.076752,12.748150,3.746834,11.420998,12.545018,NaN,NaN,0.000000
ERTM,0.060000,10.000000,3.571429,2.857143,0.625000,0.100000,4.086603,1.607076,2.300554,-6.500386,12.534784,5.220710,9.808505,22.325564,NaN,NaN,0.000000
CERRM,0.060000,10.000000,3.571429,2.857143,0.625000,0.100000,1.671760,3.729416,-20.485122,1.193904,12.323716,5.164097,7.600365,28.310657,NaN,NaN,0.000000
ERRM,0.060000,10.000000,3.571429,2.857143,0.625000,0.100000,10.795406,13.718793,-40.485000,0.583897,15.102031,26.700427,78.893739,29.098070,NaN,NaN,0.000000
CERRM-NN,0.060000,10.000000,3.571429,2.857143,0.625000,0.100000,1.671023,3.729240,-20.485472,1.194992,12.320791,5.163538,7.599342,28.306639,NaN,NaN,0.000000
ERRM-NN,0.060000,10.000000,3.571429,2.857143,0.625000,0.100000,7.933466,1.616791,-29.616059,0.331924,12.759401,11.991429,61.880923,29.319625,NaN,NaN,0.000000
ETM,0.060000,15.000000,3.571429,2.857143,0.625000,0.100000,-3.311918,-3.577887,0.130096,17.497832,24.049517,7.485514,22.331254,38.962399,NaN,NaN,0.000000
ERTM,0.060000,15.000000,3.571429,2.857143,0.625000,0.100000,1.456639,0.353796,-0.043839,-0.324087,24.250765,11.683709,15.166661,54.893487,NaN,NaN,0.000000
CERRM,0.060000,15.000000,3.571429,2.857143,0.625000,0.100000,2.173802,4.870046,-26.408375,1.666598,16.618122,7.498069,8.858642,48.751820,NaN,NaN,0.000000
ERRM,0.060000,15.000000,3.571429,2.857143,0.625000,0.100000,13.135486,17.439541,-55.346437,-0.530082,25.153182,41.534728,87.146949,50.242081,NaN,NaN,0.000300
CERRM-NN,0.060000,15.000000,3.571429,2.857143,0.625000,0.100000,2.060509,4.844747,-26.460931,1.852036,16.349911,7.444176,8.769849,48.317101,NaN,NaN,0.000000
ERRM-NN,0.060000,15.000000,3.571429,2.857143,0.625000,0.100000,10.429139,4.066042,-38.746103,-0.039549,15.607991,12.948520,62.336692,50.213642,NaN,NaN,0.000300
ETM,0.060000,1.000000,3.571429,2.857143,0.625000,0.150000,0.301119,0.128174,0.177540,-0.325582,2.521859,0.981328,2.519101,1.781830,NaN,NaN,0.000000
ERTM,0.060000,1.000000,3.571429,2.857143,0.625000,0.150000,96.733976,32.382006,48.584802,-92.752785,9.112888,1.149720,6.161594,0.766965,NaN,NaN,0.000000
CERRM,0.060000,1.000000,3.571429,2.857143,0.625000,0.150000,2.037314,-3.991696,24.273045,-4.546980,6.691015,2.831178,5.378537,6.879908,NaN,NaN,0.000000
ERRM,0.060000,1.000000,3.571429,2.857143,0.625000,0.150000,4.462374,-3.375547,29.635841,-5.223919,7.374994,8.087453,46.059866,7.876969,NaN,NaN,0.000000
CERRM-NN,0.060000,1.000000,3.571429,2.857143,0.625000,0.150000,2.037314,-3.991696,24.273045,-4.546980,6.691015,2.831178,5.378537,6.879908,NaN,NaN,0.000000
ERRM-NN,0.060000,1.000000,3.571429,2.857143,0.625000,0.150000,4.461521,-3.383847,29.638323,-5.224040,7.373075,8.088512,46.052475,7.876761,NaN,NaN,0.000000
ETM,0.060000,5.000000,3.571429,2.857143,0.625000,0.150000,0.176567,0.131836,0.066493,-0.174209,5.574693,2.165984,5.542017,3.922325,NaN,NaN,0.000000
ERTM,0.060000,5.000000,3.571429,2.857143,0.625000,0.150000,30.872099,11.601478,17.255094,-33.605099,9.311380,2.577701,7.703265,6.257710,NaN,NaN,0.000000
CERRM,0.060000,5.000000,3.571429,2.857143,0.625000,0.150000,2.262877,1.680672,-3.368972,-1.236784,10.816021,4.451673,7.513842,13.543261,NaN,NaN,0.000000
ERRM,0.060000,5.000000,3.571429,2.857143,0.625000,0.150000,9.689148,7.006000,-7.336540,-2.049759,15.046538,23.510584,72.410411,14.350541,NaN,NaN,0.000000
CERRM-NN,0.060000,5.000000,3.571429,2.857143,0.625000,0.150000,2.262877,1.680672,-3.368972,-1.236784,10.816021,4.451673,7.513842,13.543261,NaN,NaN,0.000000
ERRM-NN,0.060000,5.000000,3.571429,2.857143,0.625000,0.150000,8.320627,0.672692,-3.740126,-2.102317,12.728282,12.973443,65.568514,14.363897,NaN,NaN,0.000000
ETM,0.060000,10.000000,3.571429,2.857143,0.625000,0.150000,0.382436,-0.049989,0.359094,0.681567,12.787043,3.763643,11.492909,8.370104,NaN,NaN,0.000000
ERTM,0.060000,10.000000,3.571429,2.857143,0.625000,0.150000,5.957051,2.475653,3.056723,-6.605208,15.948876,6.983822,11.114188,20.813946,NaN,NaN,0.000000
CERRM,0.060000,10.000000,3.571429,2.857143,0.625000,0.150000,3.677736,5.198530,-16.295046,-0.524405,13.884485,6.024306,8.351031,21.658036,NaN,NaN,0.000000
ERRM,0.060000,10.000000,3.571429,2.857143,0.625000,0.150000,18.116536,20.915407,-37.100062,-1.484647,20.415098,35.222689,85.217294,22.810872,NaN,NaN,0.000000
CERRM-NN,0.060000,10.000000,3.571429,2.857143,0.625000,0.150000,3.677736,5.198530,-16.295046,-0.524405,13.884485,6.024306,8.351031,21.658036,NaN,NaN,0.000000
ERRM-NN,0.060000,10.000000,3.571429,2.857143,0.625000,0.150000,13.408103,4.581266,-25.174629,-1.565856,14.832604,14.075771,66.792514,23.006566,NaN,NaN,0.000000
ETM,0.060000,15.000000,3.571429,2.857143,0.625000,0.150000,-3.044067,-3.352270,0.122533,10.997520,24.396120,7.512725,22.367266,26.010740,NaN,NaN,0.000000
ERTM,0.060000,15.000000,3.571429,2.857143,0.625000,0.150000,2.548593,0.660384,-0.603089,-0.488203,33.437384,16.716424,19.279720,53.236547,NaN,NaN,0.000000
CERRM,0.060000,15.000000,3.571429,2.857143,0.625000,0.150000,4.791634,6.268407,-19.736194,-0.359115,22.324326,11.016251,10.997234,44.789327,NaN,NaN,0.000000
ERRM,0.060000,15.000000,3.571429,2.857143,0.625000,0.150000,29.368204,35.033565,-55.502797,-3.422816,31.096062,48.644787,101.673405,45.867970,NaN,NaN,0.000700
CERRM-NN,0.060000,15.000000,3.571429,2.857143,0.625000,0.150000,4.776812,6.264867,-19.742744,-0.344752,22.284751,11.008803,10.982964,44.756120,NaN,NaN,0.000000
ERRM-NN,0.060000,15.000000,3.571429,2.857143,0.625000,0.150000,20.410452,9.895305,-33.809573,-2.568698,20.844853,17.158640,70.612005,46.803964,NaN,NaN,0.000700
ETM,0.060000,1.000000,3.571429,2.857143,0.625000,0.200000,0.369650,0.153434,0.220903,-0.330335,2.543207,0.984900,2.546037,1.329955,NaN,NaN,0.000000
ERTM,0.060000,1.000000,3.571429,2.857143,0.625000,0.200000,136.138599,43.445611,64.586264,-92.728329,11.366040,1.257498,7.068438,0.702888,NaN,NaN,0.000000
