FitMethod,TemporalRes,sigmaC,q5Kt,q25Kt,q50Kt,q75Kt,q95Kt,q5Ve,q25Ve,q50Ve,q75Ve,q95Ve,q5Kep,q25Kep,q50Kep,q75Kep,q95Kep,q5Vp,q25Vp,q50Vp,q75Vp,q95Vp
RRM,47.000000,0.040000,-142.434859,-20.408659,4.032927,32.766077,139.837945,-41.851309,-2.319056,8.101056,26.517341,87.937366,-349.113522,-93.103014,-39.074161,-0.258960,85.100597,NaN,NaN,NaN,NaN,NaN
CRRM,47.000000,0.040000,-70.887749,-12.616810,6.499650,33.480802,132.577086,-8.931289,0.988830,9.414773,24.698168,77.858716,-80.166111,-33.859133,-17.134929,-1.229462,68.237423,NaN,NaN,NaN,NaN,NaN
ETM,48.000000,0.040000,-104.666574,-97.987437,-66.477572,-25.918945,35.845416,-148.886943,-87.195935,-35.513244,-12.648307,38.128715,-116.542617,-87.195355,-52.049686,-6.170760,51.394770,-206.945753,46.686325,297.790007,1484.991218,5093.924450
ERTM,48.000000,0.040000,-99.776210,-46.455697,-4.144349,23.006273,78.317583,-106.059257,-20.023038,-2.917350,8.810151,42.718989,-96.774210,-38.659954,-3.391391,17.763641,67.644146,-303.890721,-69.859616,26.696246,326.882453,1374.673985
RTM,48.000000,0.040000,-108.817096,-3.292417,18.969500,54.583260,166.018409,-11.154829,0.843093,9.038652,24.390240,79.379928,-111.495896,-11.478136,11.008083,36.536505,127.924254,NaN,NaN,NaN,NaN,NaN
CERRM,48.000000,0.040000,-95.865191,-51.249048,-17.445744,8.771648,64.004210,-73.062135,-14.619485,-0.852399,11.312275,50.626813,-96.120697,-59.833397,-37.564929,-21.809472,15.308243,-377.050774,-75.937419,24.580574,337.236198,1350.588208
ERRM,48.000000,0.040000,-101.558983,-86.921791,-35.352407,2.273002,78.030761,-286.844902,-47.358642,-7.527771,16.160749,163.262603,-236.734356,-100.298523,-52.299324,-3.450713,112.457903,-372.637931,-88.982036,-3.199347,290.928041,1191.256038
TM,48.000000,0.040000,-341.498816,-63.259853,56.535479,186.022632,460.077517,-23.549224,1.750842,14.877498,31.550443,83.836249,-274.175329,-60.595745,39.295427,141.633611,331.862426,NaN,NaN,NaN,NaN,NaN
RRM,48.000000,0.040000,-136.553182,-19.313440,4.919704,34.129355,134.614488,-44.228601,-2.269457,8.024154,26.183511,83.588973,-335.775698,-90.335666,-38.046438,0.305806,95.202148,NaN,NaN,NaN,NaN,NaN
CRRM,48.000000,0.040000,-67.971610,-11.841277,6.415904,33.798011,128.608703,-8.558199,1.031443,9.525306,24.522331,78.442295,-78.792429,-33.863188,-17.292896,-0.629936,66.338269,NaN,NaN,NaN,NaN,NaN
ETM,49.000000,0.040000,-104.387237,-98.033968,-66.953450,-25.383041,37.740107,-150.952515,-86.682556,-36.132570,-12.849277,43.692081,-115.432130,-87.554432,-52.791670,-5.348350,50.010507,-233.427374,45.035637,282.789479,1479.738006,5129.696329
ERTM,49.000000,0.040000,-99.869852,-48.629787,-4.119607,23.255271,77.665712,-105.499908,-20.564970,-2.731617,9.472657,41.452929,-96.402081,-39.494387,-3.270015,17.879587,67.529007,-299.561380,-70.784330,29.253208,329.682084,1380.826653
RTM,49.000000,0.040000,-116.246730,-3.834544,19.915680,54.130651,169.005385,-11.153923,0.844007,9.353470,24.460003,79.328332,-117.127142,-12.363794,11.248655,36.318500,131.486339,NaN,NaN,NaN,NaN,NaN
CERRM,49.000000,0.040000,-96.864367,-52.269900,-17.204052,8.967908,61.424150,-85.917376,-14.596749,-0.747073,11.397573,51.907004,-97.868853,-60.771844,-37.523559,-21.447977,14.762488,-381.596359,-74.448693,23.261225,341.962682,1397.764238
ERRM,49.000000,0.040000,-101.596361,-88.690135,-37.487171,1.776163,81.601333,-299.291572,-53.179641,-7.937018,16.582152,172.908949,-253.584550,-101.077635,-51.905415,-3.409430,105.321329,-388.291288,-91.874419,-6.282273,300.289319,1220.893910
TM,49.000000,0.040000,-323.259402,-64.469758,56.665580,187.030904,471.041700,-25.039819,1.446673,15.073685,31.485327,83.172560,-262.367156,-61.757872,39.795545,142.309914,335.808497,NaN,NaN,NaN,NaN,NaN
RRM,49.000000,0.040000,-152.899822,-21.063651,4.475252,32.895692,138.387030,-45.262406,-2.342640,8.004709,26.217512,86.550858,-352.112233,-91.467462,-38.937579,0.733785,92.116105,NaN,NaN,NaN,NaN,NaN
CRRM,49.000000,0.040000,-70.988066,-12.546452,6.607819,33.118098,129.183724,-8.698238,1.136293,9.763961,24.473536,78.424114,-80.811314,-34.631943,-17.330892,-0.704005,66.636484,NaN,NaN,NaN,NaN,NaN
ETM,50.000000,0.040000,-104.508818,-98.124544,-67.734091,-25.899392,35.995443,-153.373718,-88.486274,-36.680583,-13.239182,37.769205,-118.374738,-87.826036,-53.731694,-6.457826,50.345394,-218.107430,48.387190,295.559786,1449.935246,5221.667643
ERTM,50.000000,0.040000,-99.853175,-49.637686,-3.974035,22.815253,77.627550,-106.066100,-21.267132,-2.935355,9.254592,42.281758,-96.025410,-41.537194,-3.271591,18.315800,68.898133,-308.265584,-71.691511,26.511642,332.642521,1417.776900
RTM,50.000000,0.040000,-119.220950,-3.933816,19.405314,54.272758,167.065690,-11.730038,0.773947,9.181058,24.457605,78.187252,-119.338344,-12.860263,11.741883,36.777446,131.289496,NaN,NaN,NaN,NaN,NaN
CERRM,50.000000,0.040000,-97.133536,-52.651065,-17.768722,9.010081,59.919190,-83.749948,-15.007342,-0.929624,11.477922,51.201109,-98.296374,-60.946366,-37.620572,-21.895719,13.318315,-378.642421,-75.504826,19.998628,335.874959,1397.439160
ERRM,50.000000,0.040000,-101.785535,-89.809178,-37.992960,2.620438,80.634111,-293.291329,-55.841267,-7.210794,17.355846,178.153537,-260.066246,-102.950962,-53.436253,-4.031260,99.797814,-391.879359,-93.817598,-11.874933,280.276616,1240.314457
TM,50.000000,0.040000,-324.527277,-65.628799,54.019008,182.967204,466.652352,-25.540818,1.134743,14.962571,31.486857,82.110852,-265.503181,-62.520081,38.030779,140.124458,339.388616,NaN,NaN,NaN,NaN,NaN
RRM,50.000000,0.040000,-155.471974,-21.863005,4.456622,32.999522,133.974192,-46.908076,-2.354648,8.053137,25.976594,84.683446,-351.260219,-95.112405,-40.198670,-1.095376,86.569074,NaN,NaN,NaN,NaN,NaN
CRRM,50.000000,0.040000,-72.710660,-13.010591,6.679916,33.197169,126.676646,-9.321030,0.986441,9.549428,24.930057,78.223899,-81.251929,-35.198561,-17.412115,-1.154421,64.742308,NaN,NaN,NaN,NaN,NaN
ETM,51.000000,0.040000,-104.334559,-98.327328,-68.021204,-26.910970,35.480138,-150.648043,-89.012241,-37.968261,-14.089442,40.405571,-117.955556,-88.842530,-54.040000,-6.990735,51.798104,-214.819356,51.554636,306.308599,1501.125885,5164.261574
ERTM,51.000000,0.040000,-99.909167,-46.544848,-3.726529,22.975780,81.044670,-106.548889,-20.196893,-2.931125,9.090020,41.880348,-95.985787,-39.780487,-2.613568,18.792968,70.691423,-291.030529,-70.807612,22.609363,331.588239,1403.231387
RTM,51.000000,0.040000,-125.099197,-3.607646,19.484105,53.394868,169.751318,-12.647884,0.664001,9.168299,24.568542,79.810707,-121.406688,-12.581758,11.693911,36.496109,130.740124,NaN,NaN,NaN,NaN,NaN
CERRM,51.000000,0.040000,-97.075359,-51.770394,-17.377185,9.275648,66.207397,-81.959934,-14.739019,-0.746699,11.508740,51.666277,-96.969206,-60.844716,-37.416773,-21.164688,17.444310,-391.923055,-76.957366,15.629194,328.151964,1374.354684
ERRM,51.000000,0.040000,-101.326343,-90.744219,-39.478902,1.165286,76.856555,-299.696073,-58.742141,-7.547067,16.909399,167.893753,-255.208334,-101.493653,-51.823014,-3.159980,106.877820,-392.205627,-94.212980,-15.075996,283.995329,1193.160097
TM,51.000000,0.040000,-354.085422,-64.916795,56.633281,186.232539,477.049393,-24.977961,1.027983,15.004605,31.810949,80.611186,-280.761816,-62.160929,39.872917,142.173303,346.382370,NaN,NaN,NaN,NaN,NaN
RRM,51.000000,0.040000,-162.843912,-21.549716,4.476038,33.029391,137.100878,-46.623471,-2.312372,8.237621,26.375532,85.618804,-353.432821,-92.238093,-40.549756,-0.645156,90.465894,NaN,NaN,NaN,NaN,NaN
CRRM,51.000000,0.040000,-74.169187,-13.996423,6.189251,32.515108,128.771389,-9.633176,0.837087,9.563205,24.589333,78.752395,-82.092920,-35.810866,-18.179683,-1.945459,66.746281,NaN,NaN,NaN,NaN,NaN
ETM,52.000000,0.040000,-105.345758,-98.571423,-68.653270,-27.771772,34.836164,-153.326304,-89.928773,-38.174139,-14.100754,36.060351,-117.758645,-88.182071,-53.181736,-7.901497,48.891091,-212.542629,55.574106,314.690864,1495.988732,5300.022023
ERTM,52.000000,0.040000,-100.014715,-44.986619,-3.591222,23.144659,79.669698,-104.333514,-19.855732,-2.928929,8.997595,42.243853,-95.470214,-37.569998,-2.513199,18.881113,68.676242,-292.396875,-71.407941,24.630137,325.549164,1373.672055
RTM,52.000000,0.040000,-123.887682,-3.437297,20.116283,54.115834,163.858056,-12.332970,0.629477,9.005986,24.301807,80.338615,-119.269980,-11.741276,12.067332,36.818115,128.927517,NaN,NaN,NaN,NaN,NaN
CERRM,52.000000,0.040000,-97.585126,-51.271747,-16.806848,9.223367,60.319323,-87.911949,-14.333287,-0.680060,11.455472,51.508240,-98.126220,-59.186074,-36.914716,-20.699960,17.200612,-383.981715,-79.762455,14.982661,331.260049,1370.903095
ERRM,52.000000,0.040000,-101.805920,-91.645364,-40.259453,0.877985,72.561955,-306.518409,-62.165244,-8.069510,15.576603,164.946104,-247.202300,-100.359927,-50.403426,-0.870506,113.780892,-399.011525,-95.749530,-17.281469,273.486272,1216.855232
TM,52.000000,0.040000,-355.150424,-66.763244,56.254169,192.127582,477.724566,-25.534730,1.499794,15.216784,31.709329,81.416407,-285.406901,-63.860743,40.814321,145.040343,345.743417,NaN,NaN,NaN,NaN,NaN
RRM,52.000000,0.040000,-136.264803,-20.712676,4.276470,34.182810,134.612087,-47.138610,-2.537430,8.094615,25.798286,85.970582,-337.057108,-93.465126,-38.871168,0.617585,91.958228,NaN,NaN,NaN,NaN,NaN
CRRM,52.000000,0.040000,-73.989350,-12.809283,6.784676,33.242976,127.741756,-9.673139,0.981268,9.511322,24.611379,79.511043,-82.540373,-33.901298,-16.619226,-0.406462,70.308117,NaN,NaN,NaN,NaN,NaN
ETM,53.000000,0.040000,-104.600112,-98.697690,-68.851520,-27.250489,37.018694,-153.400775,-90.606529,-39.378235,-14.507430,37.739347,-118.003195,-88.925469,-54.119954,-6.748849,53.015943,-202.000393,59.047915,322.513043,1577.558218,5229.280673
ERTM,53.000000,0.040000,-99.885424,-44.222433,-2.654877,24.881249,81.838283,-103.737518,-18.867874,-2.548935,9.452771,42.093355,-94.455633,-36.777126,-1.719570,21.086844,73.993381,-280.860186,-71.135430,18.022688,321.280661,1332.374091
RTM,53.000000,0.040000,-122.239555,-3.602955,20.488609,55.034816,171.691326,-12.050441,0.489520,8.966225,24.134848,79.655709,-120.303062,-11.756088,12.723265,38.264183,131.186450,NaN,NaN,NaN,NaN,NaN
CERRM,53.000000,0.040000,-97.095529,-51.036616,-16.904624,9.799330,63.907181,-80.317024,-13.528921,-0.466625,11.492959,54.876318,-97.302239,-60.743069,-37.559152,-21.457991,18.273084,-369.063081,-78.465791,11.848396,317.913177,1340.551213
ERRM,53.000000,0.040000,-101.275684,-91.750362,-39.064483,2.583454,82.066977,-307.711636,-70.402419,-8.152750,16.130461,168.729030,-246.116917,-100.590297,-50.974003,-0.766150,109.941055,-401.568988,-96.816822,-20.731017,272.711863,1161.905017
TM,53.000000,0.040000,-359.346714,-66.050147,58.886452,193.028589,487.551647,-25.459482,1.977484,15.559142,31.868841,81.094290,-286.197014,-63.308660,42.583416,147.959671,354.827192,NaN,NaN,NaN,NaN,NaN
RRM,53.000000,0.040000,-141.767648,-21.630656,4.656870,34.963001,138.432671,-47.466062,-2.527503,8.137510,25.888312,86.010371,-337.069222,-91.771716,-39.483176,1.467038,97.758763,NaN,NaN,NaN,NaN,NaN
CRRM,53.000000,0.040000,-73.621009,-13.690181,6.753251,32.946605,131.651302,-9.598494,0.805440,9.539937,24.794201,79.537163,-82.174418,-35.296555,-17.186073,-0.432462,69.318815,NaN,NaN,NaN,NaN,NaN
ETM,54.000000,0.040000,-104.606047,-98.758370,-69.746491,-27.281974,37.851060,-155.820411,-91.461183,-39.122876,-14.413148,38.067196,-119.070921,-90.200642,-55.715636,-7.534459,51.612878,-217.815823,57.240709,317.626980,1512.531604,5307.590398
ERTM,54.000000,0.040000,-100.082650,-45.595500,-3.662285,23.028627,80.380978,-101.293533,-18.453078,-2.715881,9.078454,44.077978,-94.855257,-39.404726,-2.495455,19.109175,69.514757,-283.488015,-71.849526,18.357998,326.765701,1325.402908
RTM,54.000000,0.040000,-126.193949,-4.571622,19.534344,54.403339,163.382159,-12.538611,0.520371,9.118741,24.381478,79.612095,-122.443958,-13.938390,11.838862,37.680956,126.850395,NaN,NaN,NaN,NaN,NaN
CERRM,54.000000,0.040000,-97.086167,-51.633933,-18.056160,9.396980,60.697980,-88.301935,-13.856119,-0.677148,11.787065,55.290841,-97.270490,-61.186027,-37.771824,-21.370065,14.594216,-392.789166,-80.772751,12.067085,329.713904,1366.671135
ERRM,54.000000,0.040000,-102.254423,-91.785555,-38.530410,1.260982,77.192416,-304.816593,-63.004795,-7.772475,17.047624,173.125668,-265.511581,-101.495942,-52.609910,-2.747530,112.960803,-395.823408,-96.883247,-18.017808,274.266781,1203.388918
TM,54.000000,0.040000,-357.446819,-67.387743,57.148230,186.838093,477.048439,-25.741688,1.724054,15.301745,31.934927,83.137693,-284.629197,-64.842177,41.071600,143.037721,348.636182,NaN,NaN,NaN,NaN,NaN
RRM,54.000000,0.040000,-168.392055,-23.539355,3.572506,32.801562,134.074961,-46.287220,-2.555859,8.503797,26.325423,85.021349,-360.307276,-93.922771,-41.044824,0.566913,96.885255,NaN,NaN,NaN,NaN,NaN
CRRM,54.000000,0.040000,-75.777950,-14.485955,5.783995,32.481395,127.088421,-9.192573,1.003291,9.759225,24.587594,79.745265,-83.444226,-36.736633,-17.928078,-1.334875,65.515785,NaN,NaN,NaN,NaN,NaN
ETM,55.000000,0.040000,-105.606020,-98.828814,-70.657285,-29.278424,34.848752,-155.031666,-91.548721,-40.101702,-14.749060,37.283276,-118.177665,-89.289144,-55.839276,-8.483073,50.171957,-193.926316,64.530694,327.897133,1575.641907,5249.010179
ERTM,55.000000,0.040000,-100.090549,-44.573566,-3.030568,23.102706,81.285095,-104.518248,-18.648672,-2.733761,9.314658,41.927574,-95.232550,-37.531190,-2.018358,19.448299,71.056143,-284.554193,-71.206468,17.434005,330.780405,1351.151659
RTM,55.000000,0.040000,-126.433520,-3.359109,20.805992,53.620399,162.955199,-12.242231,0.464924,8.952472,24.193442,78.983762,-121.793489,-12.344806,12.352656,37.995037,129.431430,NaN,NaN,NaN,NaN,NaN
CERRM,55.000000,0.040000,-97.340193,-52.313562,-17.339448,9.433003,60.526689,-85.035556,-13.714056,-0.147284,12.245586,53.408367,-97.722401,-60.945252,-37.945379,-21.872131,13.507395,-374.222767,-79.698651,9.462226,328.995772,1440.210426
ERRM,55.000000,0.040000,-101.817267,-91.506891,-38.142604,1.963052,77.876068,-300.779757,-59.457668,-6.724692,18.759084,182.306137,-260.996891,-103.608020,-53.919741,-4.026404,103.763622,-390.537460,-96.706663,-21.325631,271.017422,1266.532824
TM,55.000000,0.040000,-354.770031,-69.529579,57.833692,193.261954,500.041361,-27.534918,1.975031,15.503403,32.100884,84.243120,-284.745100,-65.831416,42.282885,146.225949,359.825841,NaN,NaN,NaN,NaN,NaN
RRM,55.000000,0.040000,-145.770282,-22.505074,3.984779,33.828235,131.531126,-44.597593,-2.472889,8.160480,26.589086,85.763210,-338.190672,-93.529192,-41.227724,-0.350758,93.000029,NaN,NaN,NaN,NaN,NaN
CRRM,55.000000,0.040000,-76.415078,-13.794214,5.961044,31.690051,125.594695,-9.367243,0.993554,9.689715,24.964821,79.261114,-84.820561,-36.870573,-18.679570,-2.537630,61.731588,NaN,NaN,NaN,NaN,NaN
ETM,56.000000,0.040000,-105.297465,-98.919804,-70.628860,-28.126891,37.743058,-163.507881,-92.826521,-40.616609,-14.832698,37.246990,-119.169983,-89.484050,-55.454068,-7.734979,53.598925,-201.606314,68.844714,336.573203,1616.149596,5313.559588
ERTM,56.000000,0.040000,-100.185745,-45.047693,-3.325207,23.794524,81.706056,-108.356180,-19.039621,-2.723979,9.140799,43.595188,-95.352018,-37.607028,-2.059102,19.790525,72.857723,-275.620028,-72.683640,17.358864,334.922777,1391.966365
RTM,56.000000,0.040000,-129.657674,-4.190029,20.351901,55.098583,167.702664,-12.443846,0.361410,8.974537,24.447379,80.842035,-122.823086,-13.203292,12.171937,38.623662,132.678744,NaN,NaN,NaN,NaN,NaN
CERRM,56.000000,0.040000,-98.149410,-52.484912,-17.022848,10.324789,67.151667,-91.919248,-13.894575,-0.356196,12.032452,54.387926,-99.439627,-61.275637,-37.970565,-21.509310,17.564310,-386.841952,-82.766069,5.273523,340.240948,1420.209378
ERRM,56.000000,0.040000,-101.651545,-92.938995,-40.561487,1.060811,83.856250,-313.723185,-74.446346,-8.283385,16.788165,180.201554,-275.018621,-103.145274,-53.803344,-1.856795,114.277863,-399.962212,-99.770255,-24.119202,260.523913,1222.487338
TM,56.000000,0.040000,-362.750190,-69.110080,56.090942,192.048145,507.655843,-25.938197,1.993438,15.470687,31.893988,85.974179,-292.267337,-65.993149,40.588938,147.003982,366.724988,NaN,NaN,NaN,NaN,NaN
RRM,56.000000,0.040000,-146.114893,-22.415577,4.112214,33.927325,133.642951,-46.955649,-2.604406,8.074315,26.589822,86.162252,-342.498739,-93.770890,-41.157012,0.206977,100.965143,NaN,NaN,NaN,NaN,NaN
CRRM,56.000000,0.040000,-75.236359,-15.209334,5.876906,32.749664,127.652064,-9.758212,0.875083,9.698952,24.988276,79.872000,-83.776749,-37.138004,-18.739513,-2.224848,65.672421,NaN,NaN,NaN,NaN,NaN
ETM,57.000000,0.040000,-105.858922,-99.122281,-70.419549,-28.425499,37.063879,-159.074645,-93.285710,-41.246848,-15.112227,40.797888,-118.548433,-89.563851,-55.522485,-8.950297,52.542161,-201.936046,69.080802,337.107351,1625.622251,5463.341740
ERTM,57.000000,0.040000,-100.069708,-43.088929,-2.567715,24.389943,80.609627,-101.228224,-18.550685,-2.852800,9.089449,43.463392,-94.531282,-36.349409,-1.474385,20.204081,73.919097,-255.023170,-71.839684,18.105437,329.990315,1354.232255
RTM,57.000000,0.040000,-125.231303,-3.007301,21.145257,56.106595,162.048718,-12.437498,0.400804,9.096201,24.505725,79.744260,-119.577797,-12.153739,13.247351,39.131427,128.182108,NaN,NaN,NaN,NaN,NaN
CERRM,57.000000,0.040000,-97.246032,-50.857090,-17.099276,10.383732,65.022675,-85.058052,-13.556356,-0.260220,11.984075,54.699554,-98.106278,-60.360868,-37.520726,-20.919165,17.188612,-384.490182,-82.586303,8.430659,329.427270,1401.848234
ERRM,57.000000,0.040000,-101.661997,-92.825839,-40.012176,1.425310,77.016791,-316.071566,-71.792083,-7.784291,16.399742,171.587963,-255.184098,-101.471728,-51.838008,-0.971744,113.721746,-385.691513,-99.576830,-26.701466,253.063096,1206.675738
TM,57.000000,0.040000,-365.173343,-70.555244,58.075998,196.486795,518.717825,-26.565723,2.173786,15.734331,32.679418,83.044531,-295.842235,-66.406637,42.118304,148.713337,375.297078,NaN,NaN,NaN,NaN,NaN
RRM,57.000000,0.040000,-131.914575,-21.398841,4.349187,34.749800,133.090568,-48.614620,-2.572291,8.166511,26.121209,86.717545,-334.571297,-92.055164,-40.270732,0.654600,100.913940,NaN,NaN,NaN,NaN,NaN
CRRM,57.000000,0.040000,-75.201678,-14.707306,5.750747,33.075163,125.889825,-9.803288,0.930806,9.673613,24.971610,80.095263,-83.700641,-36.801767,-18.709421,-2.409498,65.475647,NaN,NaN,NaN,NaN,NaN
ETM,58.000000,0.040000,-106.484216,-99.148259,-71.695921,-29.998211,40.279533,-164.060636,-94.825876,-42.394205,-16.125575,37.823220,-117.838808,-90.157659,-56.347354,-8.864060,55.844764,-207.102613,67.923268,341.680444,1628.993669,5414.983419
ERTM,58.000000,0.040000,-100.226917,-43.646782,-3.196885,24.186272,83.165833,-102.058366,-19.122192,-2.860393,8.917904,43.682484,-94.390085,-37.178905,-1.400720,20.587197,74.239785,-256.593579,-71.766996,15.859046,331.645700,1424.410356
RTM,58.000000,0.040000,-127.407534,-3.904704,21.148075,56.663411,161.614797,-12.783685,0.216866,9.005112,24.267541,82.094874,-121.361822,-12.997238,13.361308,40.147901,128.527385,NaN,NaN,NaN,NaN,NaN
CERRM,58.000000,0.040000,-97.215517,-51.640606,-16.759849,10.671230,66.031162,-84.080105,-14.156846,0.065981,12.387839,57.187737,-97.215019,-61.242013,-37.215984,-21.047274,18.347303,-399.187573,-84.515007,6.116426,326.341477,1433.465192
ERRM,58.000000,0.040000,-101.860511,-93.047373,-41.215789,1.484024,77.718243,-316.103408,-78.076056,-8.455937,16.782783,169.665363,-262.948273,-102.922932,-52.254748,0.144361,125.039139,-399.933384,-101.027222,-29.263933,248.787003,1233.373023
TM,58.000000,0.040000,-376.563629,-70.804838,60.001418,197.521345,513.493236,-27.345619,2.506275,15.984446,32.480381,85.841711,-300.568022,-67.381345,43.703442,152.380662,372.769773,NaN,NaN,NaN,NaN,NaN
RRM,58.000000,0.040000,-130.295000,-22.110432,4.402640,35.553618,132.816567,-45.456006,-2.791850,8.445879,25.903186,86.342189,-336.489899,-91.879539,-40.036333,2.282585,102.828962,NaN,NaN,NaN,NaN,NaN
CRRM,58.000000,0.040000,-75.831773,-14.741772,6.359704,33.492711,123.369560,-9.945936,0.889361,9.827993,24.666620,81.209384,-83.329435,-36.784437,-18.360330,-1.506703,65.569360,NaN,NaN,NaN,NaN,NaN
ETM,59.000000,0.040000,-106.240802,-99.220784,-71.933318,-30.230852,35.918162,-160.398026,-94.360495,-43.255644,-16.294740,36.802886,-117.141715,-89.938655,-56.621479,-8.979799,54.658587,-196.099100,71.388765,334.511702,1666.169654,5584.470763
ERTM,59.000000,0.040000,-100.258310,-41.151534,-2.687445,24.344801,84.785504,-101.320658,-17.719677,-2.791254,9.514420,42.719730,-93.751350,-35.790468,-1.644522,21.590361,76.519168,-254.897057,-72.907944,14.576911,324.892491,1357.845016
RTM,59.000000,0.040000,-126.768066,-3.616794,20.815746,57.188679,168.815547,-13.252525,0.281400,9.096946,24.452335,78.332601,-121.551890,-13.041465,13.054104,40.235633,132.232042,NaN,NaN,NaN,NaN,NaN
CERRM,59.000000,0.040000,-97.941122,-50.557176,-16.037932,10.631299,67.695333,-89.296302,-13.151658,0.021224,12.828482,54.370960,-99.070348,-59.913215,-36.980756,-20.176076,20.011501,-389.120073,-84.166933,1.786898,318.114522,1419.267881
ERRM,59.000000,0.040000,-102.175534,-93.225181,-40.102752,2.272250,85.254933,-314.456330,-70.190802,-7.199999,17.574543,173.532867,-260.943012,-100.733375,-50.102726,0.326549,119.974664,-385.964460,-100.274922,-29.794142,245.250021,1229.133460
TM,59.000000,0.040000,-376.260718,-72.345531,57.514178,199.246684,521.368961,-28.149988,2.048689,16.012171,32.850287,84.100317,-302.182105,-68.186619,43.177968,152.157569,376.824189,NaN,NaN,NaN,NaN,NaN
RRM,59.000000,0.040000,-126.602477,-22.923395,4.230114,35.598443,136.917963,-46.138816,-2.724243,8.334341,26.233789,84.327931,-321.590177,-90.255555,-39.661395,1.657931,107.042583,NaN,NaN,NaN,NaN,NaN
CRRM,59.000000,0.040000,-74.610273,-15.555022,6.005962,33.541271,127.701577,-10.048925,0.938271,9.855395,24.942345,79.748554,-83.449399,-37.690281,-19.290258,-1.971748,66.322007,NaN,NaN,NaN,NaN,NaN
ETM,60.000000,0.040000,-105.512628,-99.311711,-72.639965,-30.101376,38.356001,-159.432301,-94.566844,-43.889478,-16.027541,40.970866,-116.872861,-90.495206,-56.464095,-9.640095,54.144271,-200.145950,76.494768,353.027722,1733.659071,5582.654011
ERTM,60.000000,0.040000,-100.428292,-41.901611,-2.391854,24.573693,84.174549,-100.154354,-18.024917,-2.770618,9.108118,42.490331,-94.541802,-35.853299,-1.013469,21.679960,75.324827,-251.945716,-71.731774,13.731588,323.733078,1347.823649
RTM,60.000000,0.040000,-130.320917,-3.833841,21.327436,56.061486,169.264273,-13.299573,0.040271,8.652969,24.120337,79.710481,-123.453755,-12.799660,13.356318,40.312922,132.290791,NaN,NaN,NaN,NaN,NaN
CERRM,60.000000,0.040000,-97.972103,-51.528614,-17.121735,10.425358,64.148688,-91.179854,-13.188820,0.247672,12.473995,53.149454,-99.093163,-61.387169,-37.485651,-21.007370,18.703041,-395.119928,-83.766213,2.565602,325.869284,1456.154103
ERRM,60.000000,0.040000,-102.014965,-93.130088,-40.388593,1.343335,79.502980,-322.067859,-71.320099,-7.364943,17.921700,184.463633,-271.188593,-102.390246,-52.417623,0.690790,124.834252,-399.517385,-100.039742,-32.167157,239.451716,1191.340476
TM,60.000000,0.040000,-373.901991,-71.166144,62.125072,198.400433,518.439266,-27.105756,2.841402,16.038521,32.669840,83.636509,-303.056506,-67.378257,45.726576,150.052351,377.515394,NaN,NaN,NaN,NaN,NaN
RRM,60.000000,0.040000,-146.836465,-23.943298,3.752651,34.354617,133.294092,-48.072634,-2.764425,8.169794,26.202958,85.984408,-343.187518,-92.759569,-41.385032,0.552096,99.786104,NaN,NaN,NaN,NaN,NaN
CRRM,60.000000,0.040000,-78.058780,-15.944276,5.905854,32.317160,129.534189,-10.257224,0.809381,9.632743,24.744616,79.810992,-85.268535,-38.320589,-18.838845,-1.889258,66.833255,NaN,NaN,NaN,NaN,NaN
ETM,1.000000,0.050000,-20.411741,-3.427734,-0.529986,1.688068,6.109261,-7.950472,-1.273623,-0.164887,0.668618,2.820423,-15.656184,-3.458003,-0.496673,1.906836,7.684361,-38.597723,-3.699937,0.897861,10.500755,72.460115
ERTM,1.000000,0.050000,-4.140797,4.760122,20.348277,60.793740,167.252011,-5.036318,1.662035,6.202135,21.109423,64.374783,-6.704317,2.481761,12.395194,30.955660,95.033129,-101.119972,-91.871793,-89.909143,-87.196375,-73.285285
RTM,1.000000,0.050000,-3.354769,5.517934,23.028718,68.725336,194.537129,-5.278040,1.873386,7.414559,23.311860,73.122054,-6.142364,2.985375,13.909764,34.263294,105.544630,NaN,NaN,NaN,NaN,NaN
CERRM,1.000000,0.050000,-67.683574,-9.775929,-1.890812,2.880351,13.058688,-37.738788,-4.084423,-0.577537,1.589211,7.849005,-48.793166,-9.718243,-3.991690,-0.257626,8.313786,-135.065580,-11.728622,5.662947,54.432485,413.820948
ERRM,1.000000,0.050000,-99.066490,-17.543556,-1.551740,6.571014,37.496083,-184.399414,-7.629997,-0.769957,3.264608,32.226643,-132.562151,-27.059293,-5.148023,7.496589,32.234043,-149.761056,-18.561368,0.508266,41.389236,328.188112
TM,1.000000,0.050000,0.536818,5.722344,24.409118,68.880779,226.674801,-5.189940,1.835276,7.285727,23.436811,72.576552,-2.069896,3.430606,15.291783,36.998825,118.983345,NaN,NaN,NaN,NaN,NaN
RRM,1.000000,0.050000,-18.035488,0.511539,17.039847,62.655599,146.967262,-8.818236,1.804359,8.138647,25.291931,94.904378,-383.444171,-29.846918,-5.968919,18.582327,79.433956,NaN,NaN,NaN,NaN,NaN
CRRM,1.000000,0.050000,-5.195033,2.860846,19.972936,62.165064,163.289782,-3.726683,1.837770,7.154682,23.203238,72.828318,-12.783754,-3.073330,6.067019,22.008196,88.136303,NaN,NaN,NaN,NaN,NaN
