FitMethod,TemporalRes,sigmaC,q5Kt,q25Kt,q50Kt,q75Kt,q95Kt,q5Ve,q25Ve,q50Ve,q75Ve,q95Ve,q5Kep,q25Kep,q50Kep,q75Kep,q95Kep,q5Vp,q25Vp,q50Vp,q75Vp,q95Vp
ETM,2.000000,0.050000,-34.488640,-5.123691,-0.927253,2.172323,7.947930,-13.087934,-2.007595,-0.312460,0.891484,4.040824,-25.491809,-5.185611,-0.872641,2.426286,10.184144,-50.385541,-4.689508,1.863067,17.868057,115.756307
ERTM,2.000000,0.050000,-8.831468,2.717843,15.280202,43.766105,113.516387,-6.197676,1.004082,4.555644,15.864888,42.798598,-12.180560,0.663811,8.990010,23.557368,72.716216,-98.254259,-73.787136,-68.353059,-59.688125,-14.317542
RTM,2.000000,0.050000,-4.931982,5.197301,23.297618,68.260206,186.733197,-5.919486,1.864598,7.705229,23.172581,67.714988,-8.808430,2.494051,13.778522,34.162498,105.149338,NaN,NaN,NaN,NaN,NaN
CERRM,2.000000,0.050000,-78.780689,-17.150230,-4.016611,2.749966,14.851016,-45.339115,-6.691528,-1.168551,1.917030,9.688467,-63.031463,-17.449492,-8.198665,-2.966598,7.885011,-158.109482,-10.283003,12.774756,88.411217,599.103212
ERRM,2.000000,0.050000,-99.314003,-33.397137,-4.697694,6.204198,41.438906,-225.896274,-13.823483,-1.739243,3.603074,44.694986,-135.321278,-40.834613,-10.539243,7.314448,39.518736,-194.934981,-20.498115,4.049201,64.676734,487.852306
TM,2.000000,0.050000,-1.482848,5.430716,24.463158,69.391841,217.431685,-6.096619,1.821539,7.568463,23.200497,72.177886,-5.021438,3.092388,15.014920,36.507386,118.804191,NaN,NaN,NaN,NaN,NaN
RRM,2.000000,0.050000,-21.528853,0.326364,16.599319,61.801439,145.295116,-13.454956,1.672204,8.242983,25.426017,94.539885,-364.923975,-36.564715,-7.234784,18.556793,76.782358,NaN,NaN,NaN,NaN,NaN
CRRM,2.000000,0.050000,-8.042501,2.671397,19.464081,61.385517,161.320333,-4.463840,1.768174,7.551582,22.984600,71.479858,-17.011091,-3.922412,5.060360,21.121091,87.875116,NaN,NaN,NaN,NaN,NaN
ETM,3.000000,0.050000,-46.017851,-6.775453,-1.458024,2.388103,9.575101,-18.005479,-2.591189,-0.433893,1.004104,4.988492,-33.909422,-7.051335,-1.416372,2.764723,11.762731,-62.389055,-5.054803,2.867053,24.655237,150.343515
ERTM,3.000000,0.050000,-19.559725,0.481038,10.072358,29.344410,74.044916,-8.519556,0.252737,3.495011,11.059636,31.433137,-21.989882,-1.596556,5.880219,17.026847,54.687119,-93.449245,-56.047711,-47.932234,-31.960889,53.234907
RTM,3.000000,0.050000,-6.564862,4.786109,22.958137,67.740070,182.503941,-5.885184,1.935289,7.928258,23.031122,84.673545,-11.738960,1.838200,13.243267,33.669638,108.042166,NaN,NaN,NaN,NaN,NaN
CERRM,3.000000,0.050000,-85.336659,-22.657293,-5.929007,2.553673,16.222084,-51.133496,-8.448832,-1.554788,2.086419,11.145176,-71.039996,-23.027845,-11.354822,-5.179699,7.450444,-175.340103,-10.160584,18.049033,112.947363,717.527196
ERRM,3.000000,0.050000,-99.435853,-46.267419,-7.450837,5.976642,42.205561,-236.067336,-17.460145,-2.643816,3.852140,51.358911,-146.741213,-50.353432,-13.447397,7.075511,45.600496,-227.992438,-22.217204,6.642016,80.850081,593.585305
TM,3.000000,0.050000,-3.478021,5.150981,24.164653,68.881834,202.984048,-5.879618,1.869662,7.827451,22.987519,82.449831,-8.218959,2.649526,14.691511,35.805417,116.625666,NaN,NaN,NaN,NaN,NaN
RRM,3.000000,0.050000,-24.588179,-0.376797,16.280456,59.772425,142.025194,-25.959973,1.423727,8.340520,25.596099,94.028117,-356.052541,-41.483652,-8.641465,17.742357,75.428597,NaN,NaN,NaN,NaN,NaN
CRRM,3.000000,0.050000,-10.789449,2.180625,19.006481,59.901366,160.464022,-4.329410,1.770751,7.795531,22.757235,72.242591,-20.542829,-5.231208,3.779819,20.382984,88.208163,NaN,NaN,NaN,NaN,NaN
ETM,4.000000,0.050000,-52.558377,-7.685930,-1.588550,2.774237,10.457311,-21.467278,-2.977934,-0.522422,1.152404,5.560675,-40.353616,-7.942963,-1.490145,3.152737,13.091685,-69.658105,-5.755489,3.305626,29.952128,188.978399
ERTM,4.000000,0.050000,-34.202158,-1.947161,6.453839,18.916326,48.359175,-11.576057,-0.512250,2.508733,7.579336,21.462650,-32.100182,-3.739298,3.799652,12.275884,39.157568,-96.007585,-42.192625,-31.701453,-7.719493,123.733442
RTM,4.000000,0.050000,-8.487937,4.713269,22.979457,66.892182,177.487265,-5.753409,1.915815,8.021618,23.031554,81.016948,-15.221726,1.469274,13.255469,33.445162,108.815401,NaN,NaN,NaN,NaN,NaN
CERRM,4.000000,0.050000,-87.210250,-25.435181,-6.819529,3.060939,18.567094,-51.315614,-9.554377,-1.753225,2.428026,13.096256,-74.902087,-26.213042,-13.610629,-6.646590,7.259595,-192.697627,-11.208402,22.210236,130.027076,776.865102
ERRM,4.000000,0.050000,-99.636477,-53.816255,-9.911731,5.146216,43.903368,-222.775881,-19.534309,-3.269738,3.829253,58.562786,-143.515265,-56.203402,-16.548322,6.012386,51.642757,-228.505589,-21.086536,11.185517,98.267077,660.348975
TM,4.000000,0.050000,-5.125115,5.144502,24.254979,68.519671,197.049928,-5.881086,1.855554,7.962188,22.964178,75.005353,-11.514553,2.564181,14.455771,35.846209,113.906071,NaN,NaN,NaN,NaN,NaN
RRM,4.000000,0.050000,-28.066381,-0.680418,15.287123,59.158560,140.258319,-29.109766,1.319498,8.242657,25.344395,92.170164,-345.449650,-45.619296,-10.117446,16.801252,74.735199,NaN,NaN,NaN,NaN,NaN
CRRM,4.000000,0.050000,-13.552761,1.842068,18.131347,58.816598,157.237341,-4.165607,1.761470,7.964180,22.627593,71.476226,-25.036658,-6.695996,2.365572,18.702540,86.553340,NaN,NaN,NaN,NaN,NaN
ETM,5.000000,0.050000,-57.636164,-8.923049,-1.956588,2.842253,10.913985,-23.894493,-3.494808,-0.612061,1.325999,6.240853,-45.253734,-9.112069,-1.825458,3.363143,13.979049,-77.460913,-5.960243,4.359816,35.433344,218.777837
ERTM,5.000000,0.050000,-48.542075,-4.275443,3.748076,12.680855,33.568970,-16.276688,-1.446406,1.546519,5.202248,14.576776,-41.674487,-5.692626,1.895487,9.362802,29.508224,-99.581302,-31.697937,-19.056739,13.203731,191.528410
RTM,5.000000,0.050000,-10.461492,4.595764,22.926111,65.777663,179.355724,-5.973429,1.871709,8.131400,22.930075,78.146885,-18.009783,1.338569,13.205333,33.495463,111.950919,NaN,NaN,NaN,NaN,NaN
CERRM,5.000000,0.050000,-87.990098,-29.058878,-8.538683,2.340065,19.367953,-51.824268,-10.672127,-2.287232,2.562871,14.681438,-77.338222,-30.771575,-16.627593,-8.995184,5.544365,-198.452285,-10.341150,28.023344,151.592106,850.752195
ERRM,5.000000,0.050000,-99.526931,-59.126727,-11.453629,4.656628,43.567996,-228.178814,-20.773810,-3.790144,4.273357,61.027476,-147.465157,-62.556033,-20.359990,5.240469,53.680751,-250.069196,-20.655418,14.771942,114.134821,742.048045
TM,5.000000,0.050000,-7.443124,4.774409,23.871915,67.767792,190.903218,-6.159302,1.804069,8.078949,22.822290,73.095287,-13.917030,2.080591,14.275374,35.409230,118.510284,NaN,NaN,NaN,NaN,NaN
RRM,5.000000,0.050000,-30.274955,-1.417356,15.258309,57.177294,137.994790,-31.514983,0.947399,7.761217,25.382953,91.630615,-340.139153,-50.576697,-11.921469,15.212743,71.287881,NaN,NaN,NaN,NaN,NaN
CRRM,5.000000,0.050000,-15.616310,1.217365,17.632503,56.084510,155.270478,-4.423077,1.670896,8.029216,22.537117,71.430187,-28.406290,-8.564505,0.578621,16.837351,86.357654,NaN,NaN,NaN,NaN,NaN
ETM,6.000000,0.050000,-62.514399,-10.091539,-2.222985,3.118307,12.294500,-26.147358,-3.828681,-0.779308,1.337854,7.003481,-50.112252,-10.097266,-1.986299,3.525453,14.946975,-83.355258,-6.207495,5.060988,39.165982,240.803025
ERTM,6.000000,0.050000,-61.085478,-7.182135,1.316207,8.934841,24.021418,-22.101328,-2.563828,0.703441,3.631603,10.989909,-50.728755,-8.407160,0.193504,7.165355,23.433156,-104.068204,-23.526261,-9.126648,32.289313,269.438172
RTM,6.000000,0.050000,-12.388140,4.443886,22.614675,66.202373,180.078009,-5.896952,1.872566,8.197092,22.917463,68.310550,-19.970117,0.912256,13.087895,33.737408,112.152795,NaN,NaN,NaN,NaN,NaN
CERRM,6.000000,0.050000,-88.455248,-31.535762,-9.305167,2.833929,20.584575,-51.280961,-11.319543,-2.236647,2.890197,15.711754,-78.868110,-33.376004,-18.337095,-9.930551,5.895081,-213.957942,-10.704284,29.812018,153.913402,916.015383
ERRM,6.000000,0.050000,-99.764226,-62.187961,-13.317958,4.481547,46.281426,-223.475393,-22.306430,-4.150177,4.463764,72.800281,-149.940165,-67.610797,-22.710702,4.923990,58.244988,-258.027262,-21.643363,15.450415,123.821421,787.469162
TM,6.000000,0.050000,-9.811655,4.758407,23.856849,67.230812,189.409712,-6.000482,1.821638,8.205562,22.901284,73.903002,-16.961092,1.829431,14.144692,34.628736,115.123360,NaN,NaN,NaN,NaN,NaN
RRM,6.000000,0.050000,-31.684358,-1.767642,14.583596,55.810692,138.065176,-31.656596,0.804451,8.239613,25.725911,91.884839,-321.530699,-54.485911,-13.179294,14.427794,70.513844,NaN,NaN,NaN,NaN,NaN
CRRM,6.000000,0.050000,-17.962901,0.991341,17.196371,55.358995,154.540974,-4.023002,1.639998,8.108818,22.381898,80.648961,-31.771108,-9.518337,0.027250,15.710568,84.455347,NaN,NaN,NaN,NaN,NaN
ETM,7.000000,0.050000,-66.200620,-11.485022,-2.605116,3.312094,13.576202,-28.724748,-4.122199,-0.830086,1.523014,7.553590,-54.063527,-11.817309,-2.384093,3.800332,16.179676,-99.014396,-7.453953,5.589245,42.791787,266.450294
ERTM,7.000000,0.050000,-70.960158,-10.448222,-0.723613,6.683531,20.564891,-31.356393,-3.760176,-0.065728,2.736700,9.903676,-58.580898,-11.459801,-1.279053,5.863103,21.369237,-113.003580,-18.958331,-1.712613,47.245982,327.478222
RTM,7.000000,0.050000,-15.899548,3.795884,22.570752,65.670452,176.099838,-6.255106,1.851105,8.460942,22.927247,69.996361,-23.666757,0.066670,13.023599,33.545379,111.589792,NaN,NaN,NaN,NaN,NaN
CERRM,7.000000,0.050000,-89.088635,-33.300419,-10.195242,2.935031,22.852053,-51.175138,-11.787600,-2.521013,3.075559,17.238650,-80.103200,-35.613405,-19.811556,-10.773049,6.484887,-226.204189,-12.502764,31.655348,168.777283,944.623589
ERRM,7.000000,0.050000,-99.875621,-65.663781,-15.922882,3.972337,50.189146,-225.344872,-24.009071,-4.758241,4.601835,79.099787,-154.308216,-70.612857,-24.750321,3.911801,57.819292,-274.555415,-23.827705,17.778656,130.179236,822.697011
TM,7.000000,0.050000,-12.758618,4.289983,23.787829,66.412379,187.054597,-6.260897,1.842908,8.466847,22.916676,76.744174,-20.695600,0.946467,13.501834,34.679957,113.933457,NaN,NaN,NaN,NaN,NaN
RRM,7.000000,0.050000,-34.293567,-2.228873,14.314647,54.826976,133.792599,-33.992347,0.591703,7.866466,25.449047,91.502460,-317.017038,-56.708130,-14.757010,13.208474,70.823941,NaN,NaN,NaN,NaN,NaN
CRRM,7.000000,0.050000,-20.529700,0.371644,16.752769,53.758596,151.980399,-4.733239,1.587581,8.291722,22.402289,79.703533,-34.141073,-11.106524,-1.446349,14.433069,84.925457,NaN,NaN,NaN,NaN,NaN
ETM,8.000000,0.050000,-69.986586,-13.076853,-3.346568,3.755417,15.787949,-31.158004,-5.060271,-1.085447,1.759391,8.642138,-57.532412,-13.008574,-2.928537,4.266174,18.768113,-117.283798,-8.820114,6.456491,49.963620,321.112696
ERTM,8.000000,0.050000,-78.229989,-13.344809,-2.190483,5.299483,18.763010,-38.160298,-5.337473,-0.734860,2.281838,10.084284,-64.844075,-13.414977,-2.240506,5.159515,20.713659,-127.015668,-16.817773,4.840984,58.832881,408.981746
RTM,8.000000,0.050000,-16.792840,4.048534,22.934691,65.597462,174.286062,-6.622030,1.760984,8.442326,23.176546,82.106135,-25.835561,0.165273,13.023981,34.068381,113.355774,NaN,NaN,NaN,NaN,NaN
CERRM,8.000000,0.050000,-90.095085,-35.483922,-11.188548,2.865363,24.793538,-50.880522,-12.269927,-2.808797,3.033940,19.075394,-81.844834,-38.089028,-22.048976,-12.558431,6.237561,-238.945525,-11.230953,34.816861,181.291743,980.551992
ERRM,8.000000,0.050000,-99.822890,-66.484518,-16.427874,3.626827,51.543864,-225.653430,-23.823687,-4.849952,4.955850,80.214514,-158.230923,-72.906661,-28.130738,3.372057,63.379468,-275.416572,-22.928078,20.509702,140.618181,859.374500
TM,8.000000,0.050000,-14.846666,4.190612,23.282878,66.150594,181.753366,-6.711280,1.746862,8.409437,22.980768,68.760525,-23.806138,0.768977,13.669644,34.833917,114.381542,NaN,NaN,NaN,NaN,NaN
RRM,8.000000,0.050000,-36.423943,-3.015326,13.687220,52.740710,135.768662,-33.313156,0.482850,7.886802,25.760039,90.822388,-317.665329,-58.788177,-16.001784,12.105202,73.526065,NaN,NaN,NaN,NaN,NaN
CRRM,8.000000,0.050000,-21.666342,0.016073,16.322768,52.484553,149.166358,-4.636440,1.528386,8.275935,22.506085,79.721382,-36.461422,-12.488758,-2.237706,13.557340,82.613995,NaN,NaN,NaN,NaN,NaN
ETM,9.000000,0.050000,-75.712257,-15.911178,-4.524190,4.790941,20.671248,-35.322921,-6.073320,-1.353844,2.210105,10.404681,-63.200969,-15.294778,-3.767452,5.120798,21.232415,-148.231085,-11.051702,7.886661,60.975421,401.440464
ERTM,9.000000,0.050000,-85.234319,-16.887336,-3.637768,4.437650,18.882484,-46.568970,-6.861698,-1.263549,2.237312,11.250412,-72.414659,-15.738213,-3.380786,4.487539,19.954561,-132.944354,-16.643925,11.465580,73.646850,472.327485
RTM,9.000000,0.050000,-20.726077,3.642523,22.516498,65.049914,174.536895,-7.037831,1.769416,8.426690,23.169611,80.415823,-30.782839,-0.504123,12.937201,34.194990,110.715359,NaN,NaN,NaN,NaN,NaN
CERRM,9.000000,0.050000,-90.651978,-36.977238,-11.398783,3.207172,25.847516,-51.000509,-12.866324,-2.797776,3.353022,19.431448,-83.306871,-40.114512,-23.060352,-13.019050,5.275654,-255.369858,-12.569274,37.511927,190.139278,1023.156518
ERRM,9.000000,0.050000,-99.884838,-67.675264,-18.208034,3.755907,51.315229,-226.903639,-23.534705,-4.756239,5.742373,88.794974,-162.263868,-77.052248,-29.980683,2.046395,63.054986,-301.806467,-24.351331,22.885016,151.275724,887.545496
TM,9.000000,0.050000,-19.493437,3.514365,23.727536,67.039994,182.572017,-6.656974,1.800188,8.356607,22.971242,76.161292,-28.011285,-0.306711,14.164719,35.831485,112.732523,NaN,NaN,NaN,NaN,NaN
RRM,9.000000,0.050000,-40.676742,-3.827173,13.331181,50.261153,135.455859,-36.207079,0.300244,7.672156,25.218548,88.827568,-309.041911,-63.485639,-18.276973,9.878348,74.433670,NaN,NaN,NaN,NaN,NaN
CRRM,9.000000,0.050000,-24.319262,-0.364591,15.600314,50.915637,148.334148,-4.809481,1.464340,8.369809,22.432752,78.860177,-40.342299,-13.885333,-3.744669,11.801931,81.746497,NaN,NaN,NaN,NaN,NaN
ETM,10.000000,0.050000,-80.518141,-20.205402,-6.608480,6.357336,28.290740,-39.969851,-7.393099,-1.751324,2.580383,11.924547,-68.866059,-18.732449,-5.713244,7.413898,27.456240,-183.159550,-13.160618,9.701203,75.419654,486.441505
ERTM,10.000000,0.050000,-88.768946,-20.481323,-4.878500,4.473971,19.902797,-52.071729,-8.593249,-1.664500,2.467216,12.668774,-76.660960,-18.297461,-4.292237,4.411833,20.965533,-140.676529,-18.852374,18.750122,88.581252,529.501085
RTM,10.000000,0.050000,-21.784727,3.778740,22.239888,63.745109,175.987474,-7.322259,1.804992,8.755106,22.948322,76.083227,-32.504311,-0.738393,12.498012,33.626331,111.826897,NaN,NaN,NaN,NaN,NaN
CERRM,10.000000,0.050000,-90.294125,-39.446224,-12.558163,2.836286,26.294579,-49.919445,-13.480589,-3.025068,3.583592,21.226560,-83.398513,-43.144629,-25.183825,-14.945769,4.196742,-242.644701,-12.541383,40.423817,201.136269,1031.047778
ERRM,10.000000,0.050000,-99.912516,-68.511592,-19.661267,2.845520,51.154931,-229.035242,-24.691287,-5.441038,5.683468,94.927247,-163.039262,-79.855915,-32.327402,0.309269,63.466009,-288.414175,-25.154598,26.299201,164.517021,906.804480
TM,10.000000,0.050000,-25.617409,2.402066,25.480187,67.949033,185.559448,-7.705909,1.699721,8.818206,23.137362,78.597534,-33.167276,-2.721968,14.729344,38.440509,118.137619,NaN,NaN,NaN,NaN,NaN
RRM,10.000000,0.050000,-44.167675,-4.228556,12.182850,47.978431,133.426023,-38.755775,0.028323,7.921598,25.580706,89.813416,-310.032323,-67.689347,-20.210109,8.489713,71.801533,NaN,NaN,NaN,NaN,NaN
CRRM,10.000000,0.050000,-26.037720,-0.825284,14.814174,49.880104,148.584362,-5.299223,1.424190,8.514016,22.325008,76.216233,-42.824532,-15.466572,-5.202612,10.318543,78.623678,NaN,NaN,NaN,NaN,NaN
ETM,11.000000,0.050000,-84.597158,-24.315299,-8.892546,7.812278,38.712676,-45.721877,-8.427694,-2.390117,2.675535,13.853961,-73.247109,-22.322581,-7.463936,9.384133,36.277392,-220.361850,-14.868896,12.802728,93.060289,613.775678
ERTM,11.000000,0.050000,-92.398999,-22.957637,-5.764867,4.576116,22.342767,-57.650191,-9.967786,-1.930996,2.610017,14.626536,-82.008216,-20.063342,-5.013268,4.314658,22.204781,-155.608930,-22.872464,22.637924,98.645699,591.611733
RTM,11.000000,0.050000,-25.973058,3.123043,21.092845,63.090949,173.714707,-7.956564,1.821217,8.820235,23.244618,74.445102,-37.387918,-1.592873,11.882788,33.979585,113.052597,NaN,NaN,NaN,NaN,NaN
CERRM,11.000000,0.050000,-90.816785,-40.113068,-13.486371,2.843508,28.714917,-51.325447,-13.897799,-3.159376,3.626517,22.252811,-84.179255,-43.654434,-26.037013,-14.988463,6.036713,-262.313035,-15.471500,42.586466,206.913411,1076.595748
ERRM,11.000000,0.050000,-99.962287,-69.309032,-19.983265,2.723636,53.204132,-220.583352,-25.251037,-5.483743,6.193928,97.082130,-169.746007,-82.287423,-33.101407,0.303714,67.085269,-299.514362,-28.433029,29.753368,168.375740,965.468741
TM,11.000000,0.050000,-30.432871,-0.448244,27.897124,71.080947,192.388450,-8.068500,1.734879,8.831228,23.385306,81.448414,-38.715023,-5.681006,15.874275,42.842057,123.171703,NaN,NaN,NaN,NaN,NaN
RRM,11.000000,0.050000,-47.049209,-5.370976,11.101322,46.311931,136.259958,-39.369923,0.008708,7.738151,25.462237,89.142644,-306.882756,-70.391920,-21.978526,7.342217,75.302565,NaN,NaN,NaN,NaN,NaN
CRRM,11.000000,0.050000,-27.172813,-1.739081,14.200812,49.044065,148.221891,-5.557412,1.447059,8.508422,22.462506,76.431930,-45.136319,-17.143946,-6.554136,9.447942,74.566368,NaN,NaN,NaN,NaN,NaN
ETM,12.000000,0.050000,-91.376107,-28.401852,-10.929211,8.197951,45.166759,-55.549747,-9.900756,-3.218765,2.544549,15.726313,-80.271072,-25.904297,-9.220018,10.783031,42.305821,-242.675170,-16.462962,15.015896,113.672420,823.064155
ERTM,12.000000,0.050000,-94.784690,-26.252378,-6.518737,4.842510,24.269090,-62.627804,-11.521312,-2.317717,3.006375,16.221637,-86.789862,-22.050333,-5.177505,4.387442,23.219830,-173.280658,-27.127567,28.741549,114.938686,683.413822
RTM,12.000000,0.050000,-30.756368,2.742612,21.688659,61.869250,173.764159,-7.072700,1.794749,8.863560,23.243873,78.989648,-41.671625,-2.002236,11.902822,33.541623,118.917209,NaN,NaN,NaN,NaN,NaN
CERRM,12.000000,0.050000,-91.664571,-41.857345,-13.627495,3.225804,29.983366,-52.073799,-14.152626,-3.167953,3.982208,25.301675,-86.120889,-46.166724,-27.326468,-16.165452,5.265639,-278.095649,-17.123632,45.168893,222.551879,1117.069933
ERRM,12.000000,0.050000,-99.993544,-70.499582,-21.408596,2.734185,58.561017,-224.472098,-25.946019,-5.790333,7.212727,105.404472,-169.857487,-84.697283,-36.764450,-1.221183,65.898586,-325.920193,-34.449533,32.597087,180.111643,1007.520637
TM,12.000000,0.050000,-38.334994,-3.734963,29.071996,76.411670,199.293651,-7.858592,1.442173,9.001024,23.546005,78.452025,-45.611606,-9.265806,16.263883,48.049548,131.654710,NaN,NaN,NaN,NaN,NaN
RRM,12.000000,0.050000,-50.144290,-5.833318,10.669734,44.451060,132.377626,-40.126723,-0.273207,7.725359,25.312797,87.651951,-300.709732,-72.063449,-23.468172,6.030077,76.291089,NaN,NaN,NaN,NaN,NaN
CRRM,12.000000,0.050000,-31.000211,-2.008548,13.383159,46.839979,147.238496,-5.070557,1.374772,8.668424,22.281143,77.501599,-48.145401,-19.032041,-8.309518,7.753468,75.987226,NaN,NaN,NaN,NaN,NaN
ETM,13.000000,0.050000,-97.207401,-32.932467,-13.724171,6.937637,45.315126,-72.304977,-11.926035,-3.952095,2.387682,15.956082,-89.858794,-29.656507,-11.623697,10.401532,44.546339,-258.777906,-15.420774,19.200499,141.721201,1051.175898
ERTM,13.000000,0.050000,-96.503397,-29.594730,-7.015406,5.566680,28.603593,-68.673858,-12.638499,-2.277697,3.487609,18.705355,-90.982903,-25.142790,-5.747617,4.700461,25.140620,-186.952111,-33.207547,32.273013,126.733360,734.171681
RTM,13.000000,0.050000,-33.223686,2.163105,20.848562,61.161344,176.467161,-7.518756,1.821210,8.884333,23.218219,78.948473,-43.998711,-2.583093,11.643327,33.642196,115.835865,NaN,NaN,NaN,NaN,NaN
CERRM,13.000000,0.050000,-92.179608,-42.945603,-14.370134,3.220330,33.342291,-52.545293,-14.311813,-3.025851,4.654203,25.918662,-86.784227,-47.177556,-28.560005,-17.490141,5.155167,-287.628853,-22.042360,48.125508,220.631959,1139.487028
ERRM,13.000000,0.050000,-99.998491,-72.061057,-22.980295,2.551332,56.570914,-226.683035,-27.305604,-6.242955,7.604941,100.509584,-173.039251,-85.238576,-36.780511,-0.439519,70.810232,-331.121691,-37.851128,35.312386,183.675626,1009.568164
TM,13.000000,0.050000,-46.151138,-6.552112,29.464224,81.070772,207.289852,-8.471933,1.473026,9.275082,23.859189,78.249718,-51.338958,-12.108119,15.861223,52.246915,142.514620,NaN,NaN,NaN,NaN,NaN
RRM,13.000000,0.050000,-52.542898,-6.720368,9.655667,43.727463,134.994232,-40.827878,-0.417111,7.529168,25.188572,89.261880,-297.597797,-73.796995,-25.217872,4.626620,78.189593,NaN,NaN,NaN,NaN,NaN
