FitMethod,TemporalRes,sigmaC,errKt,errVe,errKep,errVp,stdKt,stdVe,stdKep,stdVp
ERRM-NN,43.000000,0.010000,-4.680402,3.305947,-15.254354,73.641080,72.203577,176.828758,64.192533,324.980219
CERRM-NN,43.000000,0.010000,-10.958432,-6.560683,-15.888385,105.102520,46.973979,63.220236,33.286281,367.310032
TM-NN,43.000000,0.010000,166.032199,14.000471,115.605040,NaN,380.662668,28.959280,282.097919,NaN
ETM,44.000000,0.010000,-42.091250,-31.125717,-27.301453,958.102978,115.383549,1477.067622,58.502998,1871.256513
ERTM,44.000000,0.010000,2.082503,-8.976049,-0.747737,112.258545,58.344917,90.340851,49.565603,478.153869
RTM,44.000000,0.010000,31.073993,15.761509,17.475792,NaN,125.909772,36.628748,86.348812,NaN
ERRM,44.000000,0.010000,-21.992699,-21.386283,-27.768022,53.641119,90.422107,1719.818168,105.021295,331.924655
CERRM,44.000000,0.010000,-9.988097,-6.665877,-16.934486,94.872792,52.259099,114.274982,41.047935,376.316012
TM,44.000000,0.010000,87.164667,18.698750,59.582727,NaN,504.753562,33.256152,365.501814,NaN
RRM,44.000000,0.010000,7.576080,21.723681,-43.525145,NaN,206.490854,497.067070,211.525810,NaN
CRRM,44.000000,0.010000,17.340837,14.479193,4.491454,NaN,133.012928,184.438329,87.608740,NaN
ETM-NN,44.000000,0.010000,-52.464750,-34.659551,-27.391279,1014.434851,46.834357,1493.621431,42.722514,1646.271278
ERTM-NN,44.000000,0.010000,0.349322,-5.036730,0.076936,113.176169,56.440126,76.408538,45.176358,367.590032
RTM-NN,44.000000,0.010000,41.322975,13.708146,23.333393,NaN,91.552323,23.517944,66.752669,NaN
ERRM-NN,44.000000,0.010000,-3.260531,24.437838,-14.786469,72.890762,71.974803,2000.545272,67.510254,324.319271
CERRM-NN,44.000000,0.010000,-10.192073,-5.494992,-15.808273,105.878569,46.962679,75.963611,33.535391,365.725757
TM-NN,44.000000,0.010000,164.348557,14.006009,113.255337,NaN,384.181218,30.711761,279.894543,NaN
ETM,45.000000,0.010000,-43.610832,-45.768361,-28.139971,1013.215259,102.633045,98.788072,57.915510,1920.341943
ERTM,45.000000,0.010000,1.637719,-10.072366,0.062814,106.647104,59.707046,76.476904,49.787102,428.845774
RTM,45.000000,0.010000,31.146348,15.366638,17.457497,NaN,130.758160,59.293505,89.438737,NaN
ERRM,45.000000,0.010000,-22.620832,-39.661995,-30.363330,52.570661,93.278517,765.685741,106.627926,342.088340
CERRM,45.000000,0.010000,-11.517215,-5.098236,-18.627519,97.438760,58.693227,88.230276,44.093902,387.673667
TM,45.000000,0.010000,99.719936,20.226379,68.554842,NaN,503.592549,86.282546,367.837572,NaN
RRM,45.000000,0.010000,7.715092,15.393249,-44.725133,NaN,198.705162,443.504757,204.036201,NaN
CRRM,45.000000,0.010000,17.314577,16.734106,3.977757,NaN,142.976657,33.167103,93.203249,NaN
ETM-NN,45.000000,0.010000,-52.928118,-48.984929,-27.715011,1061.640223,45.777843,87.363301,42.704331,1722.628750
ERTM-NN,45.000000,0.010000,0.306846,-6.759060,0.778736,111.859179,57.781111,52.608978,45.859956,364.304095
RTM-NN,45.000000,0.010000,41.878391,13.817757,23.691675,NaN,95.355503,25.376410,68.564526,NaN
ERRM-NN,45.000000,0.010000,-3.396833,5.812649,-16.372474,73.073820,73.086870,171.548294,65.783257,334.357710
CERRM-NN,45.000000,0.010000,-11.368343,-5.353486,-16.986521,109.049047,52.982690,82.772727,34.632087,377.959749
TM-NN,45.000000,0.010000,172.927263,15.988488,119.943850,NaN,393.810872,92.583633,287.447742,NaN
ETM,46.000000,0.010000,-41.878574,-42.491638,-27.663685,995.525336,169.836210,194.474247,59.043947,1984.619628
ERTM,46.000000,0.010000,1.433064,-6.874708,-0.135856,111.484995,59.051320,269.597996,48.404726,421.760661
RTM,46.000000,0.010000,30.631942,14.126610,16.901697,NaN,126.140464,180.530387,88.234694,NaN
ERRM,46.000000,0.010000,-23.559355,-35.939408,-27.512743,62.346739,90.509692,694.517149,103.524404,358.753502
CERRM,46.000000,0.010000,-11.534702,-5.565471,-18.638097,106.703826,58.082576,114.411001,44.263424,411.401962
TM,46.000000,0.010000,91.592496,18.787437,62.759136,NaN,502.248555,41.470784,367.212540,NaN
RRM,46.000000,0.010000,5.475780,9.797946,-47.064199,NaN,196.120536,398.996880,209.435932,NaN
CRRM,46.000000,0.010000,15.864969,16.349189,2.722592,NaN,138.633345,53.554964,93.482656,NaN
ETM-NN,46.000000,0.010000,-53.578926,-46.032870,-28.083273,1057.365631,46.055450,191.984115,42.620218,1700.359105
ERTM-NN,46.000000,0.010000,0.319423,-4.337756,0.554296,118.038545,56.691014,270.140753,44.309550,374.367542
RTM-NN,46.000000,0.010000,41.320937,13.857874,23.198425,NaN,90.695392,25.898877,67.148940,NaN
ERRM-NN,46.000000,0.010000,-5.544029,6.769478,-14.898849,82.738642,76.865977,449.971089,67.996828,353.899109
CERRM-NN,46.000000,0.010000,-11.836889,-4.883900,-17.035099,117.910511,54.826033,114.716035,34.804592,401.297266
TM-NN,46.000000,0.010000,169.059694,14.468323,117.289074,NaN,382.507835,37.202475,280.058643,NaN
ETM,47.000000,0.010000,-42.522918,-45.919369,-28.204092,992.285252,157.830601,76.956718,58.258435,1975.638784
ERTM,47.000000,0.010000,1.639198,-7.768558,0.397348,111.187599,63.012449,146.993979,48.292163,423.017524
RTM,47.000000,0.010000,29.274378,16.511518,16.329482,NaN,126.546419,45.818567,87.625343,NaN
ERRM,47.000000,0.010000,-25.743237,-35.758594,-27.154471,59.370334,98.211628,530.667732,104.459655,362.925553
CERRM,47.000000,0.010000,-12.041775,-6.837871,-18.850476,103.788880,72.274210,69.561370,46.084304,412.291324
TM,47.000000,0.010000,79.958579,18.319118,55.127822,NaN,524.855923,37.412499,386.732722,NaN
RRM,47.000000,0.010000,4.424956,17.780299,-45.455175,NaN,196.898996,571.937122,204.106132,NaN
CRRM,47.000000,0.010000,14.138636,17.583448,1.749966,NaN,138.248992,73.236844,91.059670,NaN
ETM-NN,47.000000,0.010000,-54.413704,-50.151864,-28.871804,1059.049776,45.482239,72.203235,41.997848,1696.636376
ERTM-NN,47.000000,0.010000,1.183370,-5.086691,1.166770,117.284917,55.931389,125.287869,43.986572,377.023430
RTM-NN,47.000000,0.010000,40.716677,14.096946,22.941895,NaN,87.571976,44.159598,65.249126,NaN
ERRM-NN,47.000000,0.010000,-6.143772,7.782770,-14.246054,80.743955,82.722039,529.086730,68.963793,357.464685
CERRM-NN,47.000000,0.010000,-11.768236,-6.278982,-16.985970,115.014379,64.471295,58.055667,35.679498,401.829489
TM-NN,47.000000,0.010000,166.162682,13.441006,115.763907,NaN,378.050333,27.191243,279.659886,NaN
ETM,48.000000,0.010000,-48.399310,-53.129846,-29.576538,1066.043726,94.420802,602.495487,53.053369,1911.309885
ERTM,48.000000,0.010000,2.536548,-7.614247,1.379652,105.739898,59.119250,169.330631,47.433462,388.670230
RTM,48.000000,0.010000,28.735504,15.857681,16.117367,NaN,128.828854,40.686028,90.651132,NaN
ERRM,48.000000,0.010000,-24.082999,-24.660264,-27.890598,54.844931,94.777906,2210.036301,102.274680,355.864664
CERRM,48.000000,0.010000,-11.259698,-3.864689,-18.219939,100.245310,68.752372,882.465477,45.378983,405.365027
TM,48.000000,0.010000,77.391773,18.777575,53.290604,NaN,528.196798,64.657919,386.727562,NaN
RRM,48.000000,0.010000,5.475937,28.760218,-43.127621,NaN,203.603481,1507.908612,201.180910,NaN
CRRM,48.000000,0.010000,15.167075,16.639843,2.541714,NaN,145.324602,38.467169,97.713065,NaN
ETM-NN,48.000000,0.010000,-55.800532,-51.309769,-29.407437,1113.181956,44.973324,88.549430,41.443865,1758.212046
ERTM-NN,48.000000,0.010000,2.193610,-4.823875,1.997495,112.425044,55.818543,78.106581,43.918525,359.376360
RTM-NN,48.000000,0.010000,40.771317,13.837302,23.228699,NaN,86.964120,35.606447,66.118755,NaN
ERRM-NN,48.000000,0.010000,-4.535048,34.402800,-15.226443,75.320586,79.795494,2581.547357,66.874769,350.132517
CERRM-NN,48.000000,0.010000,-11.409468,2.548963,-16.526196,111.693924,63.869364,721.289557,35.755747,395.437372
TM-NN,48.000000,0.010000,167.221153,13.894822,116.118676,NaN,388.159743,45.858859,286.263213,NaN
ETM,49.000000,0.010000,-46.461044,-49.497431,-29.747176,1061.961203,99.304720,181.918085,55.329113,1958.361643
ERTM,49.000000,0.010000,2.967459,-7.676522,1.827941,101.721832,59.009444,124.845775,47.746281,362.453113
RTM,49.000000,0.010000,29.615498,15.995115,16.116609,NaN,127.556206,42.941149,90.486811,NaN
ERRM,49.000000,0.010000,-23.382805,-37.963445,-30.253610,49.900782,95.381046,517.284814,109.420696,353.218849
CERRM,49.000000,0.010000,-11.248878,-5.678965,-18.638201,95.798656,71.593741,112.455468,47.611884,400.545806
TM,49.000000,0.010000,86.585739,19.935059,59.934515,NaN,530.335745,63.002545,390.024509,NaN
RRM,49.000000,0.010000,5.820917,23.425527,-45.792569,NaN,202.252316,531.612257,203.589686,NaN
CRRM,49.000000,0.010000,14.670126,16.834257,1.071788,NaN,143.837485,30.104471,97.631908,NaN
ETM-NN,49.000000,0.010000,-55.402139,-49.270824,-29.602945,1112.316487,44.885627,99.232380,41.732004,1758.325749
ERTM-NN,49.000000,0.010000,2.623401,-5.417789,2.533514,109.164325,56.676354,79.845626,43.922354,346.436678
RTM-NN,49.000000,0.010000,41.042187,13.912044,23.116371,NaN,90.405167,40.019319,66.502084,NaN
ERRM-NN,49.000000,0.010000,-3.232756,11.257728,-15.740979,72.725619,80.128179,388.292250,69.700684,348.319530
CERRM-NN,49.000000,0.010000,-11.429524,-5.299405,-16.663145,107.878147,67.725410,93.211293,36.223618,390.342433
TM-NN,49.000000,0.010000,173.332049,15.216271,120.790419,NaN,398.387405,64.292836,295.244891,NaN
ETM,50.000000,0.010000,-43.364740,-47.153971,-29.666385,1073.569715,160.367530,281.966429,59.796644,2070.616330
ERTM,50.000000,0.010000,2.984419,-6.363715,2.217633,106.982259,63.062391,119.361839,47.843588,384.868587
RTM,50.000000,0.010000,29.959356,15.330376,16.723217,NaN,123.490924,55.583972,87.260102,NaN
ERRM,50.000000,0.010000,-23.941702,-32.053162,-31.707853,55.212066,97.448509,375.886925,105.047434,372.977326
CERRM,50.000000,0.010000,-12.267547,-4.095688,-18.768184,105.275838,82.574932,121.783532,46.402400,439.751093
TM,50.000000,0.010000,87.109309,14.956858,60.798893,NaN,530.742915,439.473773,390.925296,NaN
RRM,50.000000,0.010000,5.906659,1.746444,-44.540940,NaN,198.575617,1661.589002,198.681766,NaN
CRRM,50.000000,0.010000,14.414672,16.022657,1.202256,NaN,126.895555,58.991342,86.352834,NaN
ETM-NN,50.000000,0.010000,-55.839108,-48.718576,-29.878467,1128.753277,45.581185,257.328106,41.869928,1776.989680
ERTM-NN,50.000000,0.010000,3.167253,-4.978377,2.887713,114.510966,57.042748,90.102070,43.970421,373.154986
RTM-NN,50.000000,0.010000,40.764767,13.483025,23.183449,NaN,87.781165,25.748508,65.407760,NaN
ERRM-NN,50.000000,0.010000,-3.727192,6.615466,-17.135914,78.032110,80.844152,300.403348,65.755212,368.953326
CERRM-NN,50.000000,0.010000,-12.090356,-3.536572,-17.081533,116.824766,75.829277,117.656771,36.052975,428.207215
TM-NN,50.000000,0.010000,174.628106,15.030451,122.126121,NaN,397.932634,96.616802,295.217397,NaN
ETM,51.000000,0.010000,-47.110355,-57.928686,-30.502899,1072.379358,121.041180,642.410201,55.670047,1983.686400
ERTM,51.000000,0.010000,2.444753,-5.772824,2.489118,111.516377,64.413627,142.717605,47.454777,372.715279
RTM,51.000000,0.010000,28.347323,15.557535,15.760338,NaN,128.839048,30.888415,92.031468,NaN
ERRM,51.000000,0.010000,-26.572755,-42.326632,-32.341068,60.993091,99.859560,338.086850,108.390117,379.598281
CERRM,51.000000,0.010000,-12.173196,-39.845268,-19.320898,109.210914,75.048617,3702.361989,45.936367,436.316415
TM,51.000000,0.010000,74.028138,19.258752,51.137265,NaN,532.811275,41.719444,394.205686,NaN
RRM,51.000000,0.010000,6.446512,604.473991,-44.293487,NaN,203.118528,64594.948913,199.344466,NaN
CRRM,51.000000,0.010000,12.537777,17.096462,-0.145978,NaN,139.638859,105.436015,94.657563,NaN
ETM-NN,51.000000,0.010000,-56.614518,-51.228378,-30.296382,1123.659061,44.837307,100.151788,41.258990,1771.325511
ERTM-NN,51.000000,0.010000,2.778630,-5.002445,3.150347,118.556407,57.048807,135.994374,44.034580,365.954901
RTM-NN,51.000000,0.010000,40.650504,13.252199,23.241303,NaN,89.906583,24.943794,67.561940,NaN
ERRM-NN,51.000000,0.010000,-4.261071,1.835248,-17.129598,84.706813,80.112385,121.379457,67.687596,377.164747
CERRM-NN,51.000000,0.010000,-12.066908,-6.370596,-17.523764,121.983561,69.462639,76.425772,35.568104,426.103081
TM-NN,51.000000,0.010000,168.209523,14.074057,117.523131,NaN,376.687555,41.152297,281.772830,NaN
ETM,52.000000,0.010000,-47.036810,-49.815444,-30.660103,1077.057534,133.214818,446.977079,55.281134,2008.529379
ERTM,52.000000,0.010000,2.435376,-9.146902,2.118909,113.986804,62.287064,169.302110,47.960765,379.682871
RTM,52.000000,0.010000,28.457926,15.753808,15.745281,NaN,127.795854,32.854883,90.384628,NaN
ERRM,52.000000,0.010000,-25.826274,-42.536952,-32.321357,54.223602,94.974674,411.403762,107.530298,373.957905
CERRM,52.000000,0.010000,-12.571482,-11.628070,-19.688557,105.810074,70.131479,2996.336587,45.925461,435.568561
TM,52.000000,0.010000,81.932921,18.555171,57.669621,NaN,594.663118,49.467278,436.858993,NaN
RRM,52.000000,0.010000,5.284114,19.640858,-46.345233,NaN,191.277962,305.130992,188.472053,NaN
CRRM,52.000000,0.010000,12.533510,16.667083,-0.499677,NaN,135.664605,55.991694,91.019186,NaN
ETM-NN,52.000000,0.010000,-56.565863,-49.400748,-30.395534,1133.212894,44.182918,359.958322,41.383216,1778.037069
ERTM-NN,52.000000,0.010000,2.747092,-6.692160,2.837419,120.131525,56.652940,53.661740,44.502862,373.797528
RTM-NN,52.000000,0.010000,40.094700,13.347544,22.775436,NaN,91.024914,27.696852,67.434529,NaN
ERRM-NN,52.000000,0.010000,-3.189930,5.992024,-17.299827,77.956226,74.806768,251.039170,67.401874,369.635576
CERRM-NN,52.000000,0.010000,-12.140249,14.196626,-17.893212,117.610336,57.311750,1503.433513,34.822445,423.426152
TM-NN,52.000000,0.010000,179.538555,13.760355,126.082611,NaN,416.576471,42.219440,310.282887,NaN
ETM,53.000000,0.010000,-43.396014,-49.958651,-31.808995,1075.822701,198.134216,594.273660,61.166925,2209.794239
ERTM,53.000000,0.010000,2.831807,-6.437847,2.578131,118.335247,62.819280,101.189308,48.016971,377.100102
RTM,53.000000,0.010000,28.767013,15.527024,16.121710,NaN,124.876271,61.566345,90.316832,NaN
ERRM,53.000000,0.010000,-26.456060,-48.322350,-28.385251,57.470517,101.777127,297.102679,107.957502,382.508471
CERRM,53.000000,0.010000,-12.734838,-5.114473,-19.667854,108.822557,91.004391,170.204440,47.740495,439.588496
TM,53.000000,0.010000,76.612150,19.444136,52.620643,NaN,568.121770,80.294738,415.074753,NaN
RRM,53.000000,0.010000,2.432910,14.715126,-44.506201,NaN,213.036520,170.237133,204.296304,NaN
CRRM,53.000000,0.010000,12.426062,37.925906,-0.566351,NaN,151.106403,2329.926739,103.573413,NaN
ETM-NN,53.000000,0.010000,-57.409853,-47.937225,-31.549559,1131.537462,43.924975,460.960930,40.952047,1777.439575
ERTM-NN,53.000000,0.010000,3.245920,-5.567759,3.342622,123.606107,57.753116,94.710375,44.591866,372.793807
RTM-NN,53.000000,0.010000,40.595792,13.536620,23.368280,NaN,85.966983,55.720786,65.892155,NaN
ERRM-NN,53.000000,0.010000,-4.740167,1.583268,-14.833927,81.054962,88.654719,134.556323,72.684956,380.787675
CERRM-NN,53.000000,0.010000,-12.634384,-5.088216,-17.813011,120.785621,85.642550,167.487268,36.832930,429.591841
TM-NN,53.000000,0.010000,174.486872,14.643131,121.466700,NaN,410.234031,84.253876,301.376659,NaN
ETM,54.000000,0.010000,-46.637612,-51.495446,-31.136342,1100.349756,113.612989,202.981357,56.871418,2033.647361
ERTM,54.000000,0.010000,2.381928,-7.075425,1.977887,118.624236,67.849034,81.951167,47.642894,391.390796
RTM,54.000000,0.010000,28.379920,15.757135,15.691527,NaN,122.867358,36.192960,90.239065,NaN
ERRM,54.000000,0.010000,-26.394094,-46.202766,-32.377963,55.479364,97.495144,890.857422,107.780717,392.223830
CERRM,54.000000,0.010000,-12.852464,-16.726780,-20.841002,110.714871,78.649772,1342.728240,49.417672,459.794968
TM,54.000000,0.010000,83.837366,18.287120,57.472500,NaN,579.642459,159.823309,429.748871,NaN
RRM,54.000000,0.010000,3.102416,18.373047,-45.946632,NaN,199.971862,193.024728,198.134881,NaN
CRRM,54.000000,0.010000,10.457890,18.600670,-2.431986,NaN,144.992331,123.674807,100.860751,NaN
ETM-NN,54.000000,0.010000,-57.601881,-52.045091,-31.188120,1165.600737,44.586691,117.403898,41.225718,1797.286069
ERTM-NN,54.000000,0.010000,3.098726,-6.414468,2.949949,123.526252,56.596573,71.432141,43.017642,387.714231
RTM-NN,54.000000,0.010000,40.090237,13.293974,22.983290,NaN,84.056953,31.515043,64.396994,NaN
ERRM-NN,54.000000,0.010000,-3.937759,6.200179,-17.287950,79.958712,76.732780,236.029567,67.832365,388.921294
CERRM-NN,54.000000,0.010000,-11.990064,-5.174720,-18.479620,122.428247,63.397728,106.107519,35.021565,449.297024
TM-NN,54.000000,0.010000,181.506750,15.198608,126.996089,NaN,433.245315,128.330831,320.439697,NaN
ETM,55.000000,0.010000,-47.262852,-49.730590,-31.394927,1140.723717,125.303505,202.625271,56.114167,2079.662294
ERTM,55.000000,0.010000,2.807364,-9.665227,2.882548,119.384617,68.139904,363.993942,48.013793,393.909555
RTM,55.000000,0.010000,28.039956,14.667935,16.116152,NaN,124.779310,123.371904,89.408084,NaN
ERRM,55.000000,0.010000,-27.792554,-31.545480,-30.941732,53.704012,105.807460,1387.807941,108.115338,388.138381
CERRM,55.000000,0.010000,-14.002283,-5.704936,-20.590992,110.164970,99.447737,70.028768,49.474131,455.166519
TM,55.000000,0.010000,75.701411,10.595920,52.431649,NaN,592.350604,1026.597557,437.574225,NaN
RRM,55.000000,0.010000,3.419597,400.870437,-44.985080,NaN,204.736633,42134.389254,195.907197,NaN
CRRM,55.000000,0.010000,12.065223,16.978864,-0.874399,NaN,144.838781,43.697596,97.026075,NaN
ETM-NN,55.000000,0.010000,-58.094458,-51.159053,-31.330997,1189.358351,44.539722,177.293209,40.599702,1851.880864
ERTM-NN,55.000000,0.010000,3.731020,-6.125546,3.928102,124.406395,56.564701,71.854588,43.261154,390.214095
RTM-NN,55.000000,0.010000,40.224676,13.227665,23.420297,NaN,83.756185,26.582902,64.541348,NaN
ERRM-NN,55.000000,0.010000,-3.280485,7.450016,-16.164787,79.813183,75.107643,352.994522,68.382082,390.711981
CERRM-NN,55.000000,0.010000,-12.791247,-6.356304,-18.288215,123.016681,82.889969,63.185704,36.443218,446.471256
TM-NN,55.000000,0.010000,181.299200,15.597974,127.020019,NaN,425.072597,132.029725,314.999069,NaN
ETM,56.000000,0.010000,-46.470658,-50.576004,-32.154041,1131.629686,159.516122,270.493462,57.817453,2143.501390
ERTM,56.000000,0.010000,3.121599,-31.826540,2.748159,127.266214,70.315724,3017.702300,50.355776,408.804839
RTM,56.000000,0.010000,29.093226,15.474150,16.160973,NaN,128.717417,29.829743,92.794907,NaN
ERRM,56.000000,0.010000,-28.784490,-37.186805,-32.343436,57.676323,108.462020,647.701130,112.567137,406.263258
CERRM,56.000000,0.010000,-12.573852,-4.632055,-20.740252,112.529942,86.981625,150.328652,49.707569,468.722620
TM,56.000000,0.010000,63.699423,18.849742,43.695346,NaN,615.664741,268.256084,457.312204,NaN
RRM,56.000000,0.010000,3.408551,15.258337,-45.575147,NaN,193.171508,150.612280,189.689920,NaN
CRRM,56.000000,0.010000,10.744747,17.287930,-2.406388,NaN,142.767699,71.438622,99.096092,NaN
ETM-NN,56.000000,0.010000,-58.327229,-49.318696,-31.764899,1177.839479,43.657443,289.358088,40.503857,1813.886636
ERTM-NN,56.000000,0.010000,4.105734,-4.299194,3.907760,131.166234,57.259303,192.554906,45.441113,406.154031
RTM-NN,56.000000,0.010000,41.262028,13.183220,23.773924,NaN,89.898331,23.001430,67.019888,NaN
ERRM-NN,56.000000,0.010000,-3.607735,14.957674,-16.295897,84.542219,80.262830,587.778380,68.953768,410.600874
CERRM-NN,56.000000,0.010000,-11.850278,-3.766568,-18.419028,125.482624,68.138426,146.109759,35.938057,460.493576
TM-NN,56.000000,0.010000,178.405380,15.891991,125.170532,NaN,416.205541,211.916608,308.692535,NaN
ETM,57.000000,0.010000,-47.273577,-48.946776,-32.094235,1185.438302,173.569051,395.974450,57.589404,2088.956115
ERTM,57.000000,0.010000,1.989710,15.195027,3.204079,126.235722,88.527876,2423.712851,50.037089,398.283589
RTM,57.000000,0.010000,29.224662,15.213301,16.520221,NaN,127.407609,34.253721,91.817774,NaN
ERRM,57.000000,0.010000,-30.179496,-56.901686,-31.224019,57.056086,106.366907,551.725537,107.040120,403.503190
CERRM,57.000000,0.010000,-13.304406,-5.438523,-20.386352,111.196539,95.638250,148.510782,49.524780,471.019753
TM,57.000000,0.010000,77.457292,19.141822,53.131787,NaN,623.193836,76.191851,458.506242,NaN
