FitMethod,TemporalRes,sigmaC,errKt,errVe,errKep,errVp,stdKt,stdVe,stdKep,stdVp
RTM,25.000000,0.020000,36.787341,16.479938,19.960872,NaN,113.904260,34.268371,72.442640,NaN
ERRM,25.000000,0.020000,-25.100174,-23.503040,-27.720941,82.985773,62.197217,1047.408449,78.011140,310.877851
CERRM,25.000000,0.020000,-14.901307,-10.650658,-21.708628,124.029448,38.627715,483.644192,30.906285,345.061195
TM,25.000000,0.020000,66.411749,17.403416,42.193750,NaN,317.663795,28.609694,235.326334,NaN
RRM,25.000000,0.020000,18.931059,13.497139,-45.276383,NaN,169.228597,634.374039,201.356951,NaN
CRRM,25.000000,0.020000,30.806757,14.923645,11.731162,NaN,117.763238,138.231334,70.137495,NaN
ETM-NN,25.000000,0.020000,-42.024307,-37.129511,-25.743176,727.351513,48.198979,60.379713,43.240639,1475.465092
ERTM-NN,25.000000,0.020000,-14.579748,-7.801885,-14.614118,125.629729,45.172866,283.300061,36.726476,368.122987
RTM-NN,25.000000,0.020000,43.604727,14.874238,23.522977,NaN,89.171698,31.031205,59.444097,NaN
ERRM-NN,25.000000,0.020000,-13.723936,-1.749148,-20.082106,102.777537,52.952218,159.622478,57.109390,288.354790
CERRM-NN,25.000000,0.020000,-16.029678,-1.611786,-22.122569,137.001916,37.347821,224.858348,28.977637,329.136092
TM-NN,25.000000,0.020000,105.775404,14.039272,69.453660,NaN,250.711253,26.025547,187.498067,NaN
ETM,26.000000,0.020000,-39.850934,-34.894409,-25.469976,731.232194,55.142680,57.528156,46.734382,1531.046084
ERTM,26.000000,0.020000,-12.012786,-10.931555,-15.971807,113.384320,48.209058,421.152648,45.042593,429.865328
RTM,26.000000,0.020000,37.137213,16.450238,20.248169,NaN,107.098563,27.879463,69.549495,NaN
ERRM,26.000000,0.020000,-25.240502,-34.840822,-27.291441,82.122392,60.035409,358.112723,76.847211,318.905385
CERRM,26.000000,0.020000,-14.661699,-8.328153,-21.636032,124.333304,39.730249,130.677704,31.541376,353.024318
TM,26.000000,0.020000,64.243231,17.549969,40.003169,NaN,317.070078,27.994874,233.964850,NaN
RRM,26.000000,0.020000,18.101041,16.758443,-44.217559,NaN,165.939189,419.703536,196.022609,NaN
CRRM,26.000000,0.020000,30.497501,16.337362,11.518767,NaN,110.340728,32.571986,67.463611,NaN
ETM-NN,26.000000,0.020000,-42.780221,-38.699217,-25.803655,769.507317,47.745614,61.854842,42.886333,1484.997604
ERTM-NN,26.000000,0.020000,-14.765772,-7.057503,-14.702322,132.109523,45.575314,344.118487,37.119208,391.812044
RTM-NN,26.000000,0.020000,43.278974,14.932600,23.471268,NaN,84.869626,25.433068,57.847749,NaN
ERRM-NN,26.000000,0.020000,-13.160529,-2.102986,-20.050564,103.153033,51.932830,123.482190,57.518849,295.335088
CERRM-NN,26.000000,0.020000,-15.863631,-4.253996,-22.049441,138.482074,38.267750,76.372440,29.436779,335.404077
TM-NN,26.000000,0.020000,105.336899,14.088345,68.796159,NaN,248.216361,24.960299,183.543920,NaN
ETM,27.000000,0.020000,-42.196956,-35.924663,-26.847607,761.705368,51.924019,62.638627,45.397716,1571.774133
ERTM,27.000000,0.020000,-12.551193,-17.220623,-16.254458,114.349788,48.564959,495.496755,44.588385,440.706857
RTM,27.000000,0.020000,34.109591,16.218747,18.473922,NaN,117.694497,27.995621,74.690115,NaN
ERRM,27.000000,0.020000,-25.839575,-23.769630,-28.534959,81.479881,64.295347,610.669302,80.156292,322.533363
CERRM,27.000000,0.020000,-15.058865,-9.622846,-22.177462,123.681983,39.976555,152.682540,32.281060,356.591092
TM,27.000000,0.020000,64.141526,17.727834,40.928775,NaN,328.242465,27.766574,242.959862,NaN
RRM,27.000000,0.020000,15.452659,16.836357,-47.002043,NaN,172.265673,383.412253,200.022193,NaN
CRRM,27.000000,0.020000,27.951792,17.006792,10.040792,NaN,125.482315,52.524845,73.842523,NaN
ETM-NN,27.000000,0.020000,-44.829858,-39.668741,-27.183485,800.539443,45.667208,62.270140,42.182993,1528.141415
ERTM-NN,27.000000,0.020000,-15.222806,-9.489675,-15.182366,134.649631,46.320814,281.186982,37.253872,397.279505
RTM-NN,27.000000,0.020000,41.727958,14.418674,22.417588,NaN,87.539878,22.840325,59.661983,NaN
ERRM-NN,27.000000,0.020000,-13.668407,5.079969,-20.624644,102.879144,56.268391,677.978036,58.555565,299.219589
CERRM-NN,27.000000,0.020000,-16.244410,-5.438035,-22.451146,137.824600,38.641659,54.327185,29.722950,339.857102
TM-NN,27.000000,0.020000,108.439499,14.084110,71.618302,NaN,253.540232,24.770972,189.928197,NaN
ETM,28.000000,0.020000,-42.821683,-36.938449,-26.758461,764.891044,49.462107,73.221503,44.985346,1565.125849
ERTM,28.000000,0.020000,-12.327746,-26.862856,-16.591322,122.439160,51.309442,1054.270600,46.192004,471.918426
RTM,28.000000,0.020000,32.941445,16.425264,17.999055,NaN,114.136291,35.588969,73.985653,NaN
ERRM,28.000000,0.020000,-26.819669,-35.903608,-27.631235,82.494390,65.925614,387.104647,82.364449,334.517894
CERRM,28.000000,0.020000,-14.843826,-6.731633,-22.476356,125.026990,40.915166,139.224184,32.572547,367.135965
TM,28.000000,0.020000,63.247985,17.672053,40.158380,NaN,328.786133,29.306998,244.160997,NaN
RRM,28.000000,0.020000,13.168203,12.037847,-47.162608,NaN,170.052708,806.239774,197.641192,NaN
CRRM,28.000000,0.020000,26.131669,16.568768,9.196818,NaN,119.774545,34.577734,72.809577,NaN
ETM-NN,28.000000,0.020000,-45.181691,-40.272541,-27.070786,801.953616,44.911606,62.355626,42.338016,1523.828609
ERTM-NN,28.000000,0.020000,-15.544427,-11.184104,-15.361936,143.820673,48.427767,91.639901,37.786041,422.562873
RTM-NN,28.000000,0.020000,40.856592,14.510384,22.108946,NaN,82.889342,33.363471,58.353655,NaN
ERRM-NN,28.000000,0.020000,-14.397768,-0.985054,-19.443599,105.259279,58.525014,194.330128,59.724484,309.683142
CERRM-NN,28.000000,0.020000,-15.981819,-3.843933,-22.719489,140.220314,39.262852,83.708535,29.675998,348.877024
TM-NN,28.000000,0.020000,108.120001,13.859564,71.352822,NaN,254.709801,24.819677,190.496983,NaN
ETM,29.000000,0.020000,-42.879534,-36.700007,-26.334842,789.814433,49.558579,53.579166,44.703494,1573.967458
ERTM,29.000000,0.020000,-12.875484,-22.121262,-16.929280,127.498840,52.834576,397.360578,46.702306,480.838474
RTM,29.000000,0.020000,31.783505,16.278266,16.856931,NaN,117.371593,26.761578,76.091624,NaN
ERRM,29.000000,0.020000,-26.609473,-28.824116,-29.256155,83.164733,65.392721,344.931990,81.810703,334.100671
CERRM,29.000000,0.020000,-15.544901,-6.992593,-23.320767,129.687670,40.561014,109.367174,32.396400,365.520742
TM,29.000000,0.020000,67.311647,17.176297,43.503601,NaN,333.244409,41.277293,247.341792,NaN
RRM,29.000000,0.020000,11.240464,14.043389,-48.159919,NaN,173.077605,361.302093,192.558487,NaN
CRRM,29.000000,0.020000,25.854000,17.178018,8.505528,NaN,129.087185,37.926190,77.586913,NaN
ETM-NN,29.000000,0.020000,-45.249846,-39.610775,-26.675061,825.951897,45.017771,60.541289,42.031836,1535.417546
ERTM-NN,29.000000,0.020000,-16.190354,-12.846104,-15.667578,149.238661,48.820051,104.620118,38.184133,424.275392
RTM-NN,29.000000,0.020000,40.280902,14.471403,21.428608,NaN,83.130272,22.533293,58.351712,NaN
ERRM-NN,29.000000,0.020000,-14.154108,1.179882,-20.978340,105.992701,57.521950,205.322149,59.139602,309.638946
CERRM-NN,29.000000,0.020000,-16.622339,-5.010237,-23.519936,143.801586,39.251510,88.017384,29.747943,349.036430
TM-NN,29.000000,0.020000,111.017175,13.842116,73.941373,NaN,260.856145,24.608976,195.452792,NaN
ETM,30.000000,0.020000,-43.988494,-37.542861,-27.192268,786.221405,49.043033,112.889187,45.227954,1554.472350
ERTM,30.000000,0.020000,-12.808908,-4.921289,-16.951232,133.151278,54.181708,2547.095773,47.679751,517.361341
RTM,30.000000,0.020000,30.277181,16.321503,16.235826,NaN,121.536928,58.301348,77.999537,NaN
ERRM,30.000000,0.020000,-25.862166,-33.251101,-30.342221,86.064678,70.675702,626.901677,87.913080,340.787268
CERRM,30.000000,0.020000,-15.012449,27.996433,-23.028051,127.728637,41.759790,3989.954891,33.259672,369.905932
TM,30.000000,0.020000,70.280508,18.154473,45.258034,NaN,322.743880,38.497338,239.950615,NaN
RRM,30.000000,0.020000,9.473429,-6.838416,-51.804300,NaN,177.912495,2367.779025,198.288423,NaN
CRRM,30.000000,0.020000,22.955539,16.641383,6.749878,NaN,135.892967,26.219452,79.855841,NaN
ETM-NN,30.000000,0.020000,-46.388749,-40.245840,-27.512573,823.018667,44.122893,85.113407,42.569384,1512.637158
ERTM-NN,30.000000,0.020000,-16.523477,12.571546,-15.624712,155.253128,50.209804,2216.847859,38.340206,451.869004
RTM-NN,30.000000,0.020000,39.523872,14.546054,21.098143,NaN,83.411610,44.463517,59.242272,NaN
ERRM-NN,30.000000,0.020000,-13.563817,0.118663,-20.754559,107.745011,62.504057,342.597452,60.702540,318.480484
CERRM-NN,30.000000,0.020000,-16.028473,33.221091,-23.092487,141.000352,40.169306,4020.180222,29.958529,354.721582
TM-NN,30.000000,0.020000,113.004070,14.571390,75.018513,NaN,252.729523,37.920719,189.556893,NaN
ETM,31.000000,0.020000,-43.507942,-37.908003,-26.738221,786.552255,51.691494,58.331744,46.644280,1560.646501
ERTM,31.000000,0.020000,-13.341303,-14.977072,-18.294260,147.254406,53.215690,235.952863,48.553966,543.216264
RTM,31.000000,0.020000,31.560405,16.963443,16.852978,NaN,114.963698,55.193237,76.067832,NaN
ERRM,31.000000,0.020000,-26.408697,-76.881371,-29.100323,87.799380,67.754786,4622.428848,86.386484,339.487528
CERRM,31.000000,0.020000,-15.359832,-10.877724,-23.674994,133.863260,41.445060,228.981882,33.306955,378.900123
TM,31.000000,0.020000,72.315256,17.847631,46.892979,NaN,333.038920,31.417897,244.504820,NaN
RRM,31.000000,0.020000,12.048614,36.075991,-49.229690,NaN,169.408206,3930.202950,193.897567,NaN
CRRM,31.000000,0.020000,24.235911,16.658971,7.369962,NaN,120.069797,29.743701,73.753109,NaN
ETM-NN,31.000000,0.020000,-46.308019,-41.458503,-27.236312,828.537941,44.976435,63.370501,43.775359,1510.156137
ERTM-NN,31.000000,0.020000,-16.927991,-10.247218,-16.586539,166.161340,50.189208,210.638117,38.883815,471.078039
RTM-NN,31.000000,0.020000,39.742217,15.227492,21.248229,NaN,82.215322,54.134514,58.912189,NaN
ERRM-NN,31.000000,0.020000,-13.867038,-0.559869,-20.138618,109.687046,58.142891,181.578338,61.813675,318.235855
CERRM-NN,31.000000,0.020000,-16.350938,-3.985550,-23.748628,146.809642,40.040965,83.685693,30.298909,363.160523
TM-NN,31.000000,0.020000,116.265644,14.081046,77.269285,NaN,260.374278,27.737713,192.154769,NaN
ETM,32.000000,0.020000,-42.630765,-38.382848,-26.623928,788.574727,55.134501,84.129947,48.243102,1563.337233
ERTM,32.000000,0.020000,-12.268215,-21.334167,-17.757736,147.389941,54.467129,626.899099,50.160900,553.631170
RTM,32.000000,0.020000,31.906080,16.427299,16.932236,NaN,113.914711,26.949248,74.170496,NaN
ERRM,32.000000,0.020000,-24.903393,-28.236595,-30.794152,89.227704,67.395878,612.622783,85.257178,350.942169
CERRM,32.000000,0.020000,-14.886402,-7.290838,-23.438075,133.825077,42.390732,77.419795,34.440446,383.612762
TM,32.000000,0.020000,74.847862,17.200891,48.582156,NaN,326.811070,90.311272,239.782405,NaN
RRM,32.000000,0.020000,12.385953,15.422832,-46.609102,NaN,171.501377,469.647538,191.976123,NaN
CRRM,32.000000,0.020000,24.402789,16.696130,6.794251,NaN,128.060678,26.417066,75.877021,NaN
ETM-NN,32.000000,0.020000,-46.154632,-42.501519,-27.159546,834.459077,45.722977,66.275876,44.425668,1504.777178
ERTM-NN,32.000000,0.020000,-16.352806,-12.082408,-15.929731,167.936711,50.765217,212.232477,39.536216,473.592008
RTM-NN,32.000000,0.020000,39.509009,14.542290,21.023123,NaN,83.329686,23.865744,58.554165,NaN
ERRM-NN,32.000000,0.020000,-12.204542,4.049129,-21.307335,111.375828,56.556493,566.308454,60.964285,329.178895
CERRM-NN,32.000000,0.020000,-15.901342,-5.645936,-23.369577,148.143537,40.815522,54.721741,30.515108,367.011897
TM-NN,32.000000,0.020000,117.313768,14.275779,77.921650,NaN,256.982418,25.944016,189.411318,NaN
ETM,33.000000,0.020000,-43.355815,-40.360965,-26.893273,817.126123,54.512568,203.011488,48.446962,1597.453983
ERTM,33.000000,0.020000,-12.983295,-21.484557,-17.978395,156.588952,56.611461,308.075649,50.008991,601.480315
RTM,33.000000,0.020000,29.284869,17.690627,15.377339,NaN,111.191469,155.656553,74.368552,NaN
ERRM,33.000000,0.020000,-26.045054,5.417269,-28.836422,88.673383,67.310897,3616.549344,82.935207,363.376612
CERRM,33.000000,0.020000,-14.868562,4.047200,-23.556148,132.746243,43.093085,1098.524921,34.318794,386.617714
TM,33.000000,0.020000,74.454124,18.329528,48.136012,NaN,322.007355,38.584034,236.948401,NaN
RRM,33.000000,0.020000,12.943929,7.665933,-46.017132,NaN,166.467062,920.454760,182.914779,NaN
CRRM,33.000000,0.020000,22.819157,17.083725,6.090365,NaN,125.603203,39.613176,76.640352,NaN
ETM-NN,33.000000,0.020000,-46.670602,-43.106743,-27.301548,863.555977,45.498538,69.810050,44.690410,1534.932635
ERTM-NN,33.000000,0.020000,-17.193671,-13.940151,-16.393814,178.715323,52.650092,118.479096,39.841469,504.384392
RTM-NN,33.000000,0.020000,37.488968,15.793102,19.834073,NaN,76.701334,157.959889,56.921726,NaN
ERRM-NN,33.000000,0.020000,-12.956489,6.187338,-20.295239,112.081001,60.184251,388.797332,62.644785,340.013857
CERRM-NN,33.000000,0.020000,-15.954835,5.854653,-23.659086,147.341009,41.179373,1108.757584,30.665667,370.507312
TM-NN,33.000000,0.020000,117.615110,14.671295,78.305417,NaN,251.052206,37.406547,184.698025,NaN
ETM,34.000000,0.020000,-43.402030,-39.401600,-27.442784,832.325195,58.565341,140.393679,49.011441,1609.614826
ERTM,34.000000,0.020000,-14.440340,-19.277579,-19.363337,158.983237,58.244751,86.908678,51.687331,590.089674
RTM,34.000000,0.020000,29.412235,16.262567,15.483320,NaN,115.904306,34.676024,76.787588,NaN
ERRM,34.000000,0.020000,-26.988426,-32.383748,-31.268516,86.863885,72.905366,402.338007,89.109898,356.928373
CERRM,34.000000,0.020000,-15.783059,-9.066272,-24.040560,131.267198,43.717124,164.893342,35.303018,394.369941
TM,34.000000,0.020000,77.293744,17.839132,51.213507,NaN,319.995037,39.571404,236.183157,NaN
RRM,34.000000,0.020000,8.505698,27.295319,-51.288519,NaN,175.293874,562.198011,195.060007,NaN
CRRM,34.000000,0.020000,21.995825,17.424224,5.686076,NaN,131.413107,45.827626,79.175982,NaN
ETM-NN,34.000000,0.020000,-47.411501,-42.097962,-28.000069,883.696262,44.900846,76.632759,44.489205,1531.872999
ERTM-NN,34.000000,0.020000,-18.944354,-16.033447,-17.329468,181.827019,53.305692,68.309631,40.250908,500.510129
RTM-NN,34.000000,0.020000,38.336814,14.493480,20.285250,NaN,81.418491,26.773718,59.117071,NaN
ERRM-NN,34.000000,0.020000,-14.683010,-1.176190,-21.025806,111.785405,67.479160,196.058406,63.682958,331.961121
CERRM-NN,34.000000,0.020000,-16.832105,-6.198095,-23.983595,148.043562,41.403289,57.439052,30.884005,375.334031
TM-NN,34.000000,0.020000,118.902595,14.485210,79.993728,NaN,253.096408,32.293698,188.702018,NaN
ETM,35.000000,0.020000,-44.348101,-39.727139,-28.738879,846.992540,57.431342,82.792705,49.747778,1623.319021
ERTM,35.000000,0.020000,-12.671266,-16.970987,-18.090145,165.070127,55.859187,194.383863,50.730093,623.254815
RTM,35.000000,0.020000,26.457718,16.304231,13.326992,NaN,117.119430,31.580615,78.950047,NaN
ERRM,35.000000,0.020000,-25.655872,-67.783824,-33.144113,88.212062,69.640752,5028.150728,90.073625,364.683491
CERRM,35.000000,0.020000,-15.307980,-6.951095,-24.996143,135.016741,43.392949,76.764379,34.897950,395.543263
TM,35.000000,0.020000,76.323999,18.393922,49.726720,NaN,320.608507,56.445221,235.887977,NaN
RRM,35.000000,0.020000,6.142287,17.948501,-51.480428,NaN,170.499079,923.571939,187.358699,NaN
CRRM,35.000000,0.020000,18.803099,16.562138,2.612776,NaN,122.903109,48.239390,76.024742,NaN
ETM-NN,35.000000,0.020000,-48.125746,-43.683273,-28.997366,892.474968,45.026541,79.492327,44.965363,1543.753336
ERTM-NN,35.000000,0.020000,-17.584019,-13.316414,-16.293872,186.696964,50.049161,173.840760,39.603849,517.559321
RTM-NN,35.000000,0.020000,36.405567,14.342411,18.870170,NaN,78.179053,24.845563,58.015113,NaN
ERRM-NN,35.000000,0.020000,-12.828676,15.083306,-22.547922,113.817752,62.413947,1145.220561,62.204684,339.713645
CERRM-NN,35.000000,0.020000,-16.389573,-5.354833,-24.886807,151.136652,41.245692,70.360054,30.493852,377.381694
TM-NN,35.000000,0.020000,119.055607,15.020766,79.466586,NaN,252.274341,54.582637,186.177749,NaN
ETM,36.000000,0.020000,-43.813634,-38.230979,-29.109445,827.764190,62.355977,237.704691,51.168011,1614.190456
ERTM,36.000000,0.020000,-10.696053,-21.154523,-16.290397,163.364288,65.840578,326.303644,52.112582,630.412937
RTM,36.000000,0.020000,26.687961,16.549876,13.898923,NaN,123.413858,29.779401,82.446265,NaN
ERRM,36.000000,0.020000,-27.000936,-30.883705,-32.291733,91.014826,76.098153,506.370840,92.133039,364.670619
CERRM,36.000000,0.020000,-15.699526,-7.959629,-25.209291,137.385959,44.344820,150.004553,36.397878,396.768570
TM,36.000000,0.020000,76.119559,18.572031,49.433791,NaN,323.225312,69.207213,236.375285,NaN
RRM,36.000000,0.020000,6.079335,16.640627,-52.879462,NaN,169.859631,572.656372,188.846793,NaN
CRRM,36.000000,0.020000,19.054552,17.025604,3.378052,NaN,132.775174,29.314923,79.609674,NaN
ETM-NN,36.000000,0.020000,-48.561029,-43.785741,-29.546475,880.969827,44.834264,82.472203,45.166905,1520.327717
ERTM-NN,36.000000,0.020000,-15.738510,-13.086956,-14.614619,179.495140,47.920320,117.287413,41.098821,503.343814
RTM-NN,36.000000,0.020000,36.766004,14.461311,19.414007,NaN,81.831222,26.349537,61.339222,NaN
ERRM-NN,36.000000,0.020000,-14.123833,-2.767541,-21.000615,116.498165,63.998027,186.925223,63.344385,338.755454
CERRM-NN,36.000000,0.020000,-16.667974,-4.693717,-24.906215,153.209577,41.389872,116.886716,31.034903,379.442656
TM-NN,36.000000,0.020000,119.739043,15.633145,79.700128,NaN,251.047481,63.294956,184.584419,NaN
ETM,37.000000,0.020000,-44.029694,-38.859364,-28.964583,886.503419,63.857818,249.780407,52.376571,1633.049435
ERTM,37.000000,0.020000,-8.231936,-17.315191,-12.894814,156.258927,61.028494,248.070567,51.636531,623.971344
RTM,37.000000,0.020000,27.874071,16.617000,14.497764,NaN,118.556797,42.294119,80.808886,NaN
ERRM,37.000000,0.020000,-26.710199,-28.576649,-33.084302,86.858156,69.262438,437.522020,91.891060,364.443183
CERRM,37.000000,0.020000,-15.271433,-5.402207,-25.026172,135.977639,44.533559,179.815323,36.030382,394.920542
TM,37.000000,0.020000,80.015297,18.473260,52.941487,NaN,323.861332,30.150257,238.844410,NaN
RRM,37.000000,0.020000,7.083568,-64.380613,-52.641871,NaN,168.199772,8828.491992,188.315570,NaN
CRRM,37.000000,0.020000,20.072920,17.003476,3.632022,NaN,120.071595,29.890298,75.047814,NaN
ETM-NN,37.000000,0.020000,-48.765345,-43.558281,-29.258416,933.905135,46.363156,253.425593,46.077213,1554.324333
ERTM-NN,37.000000,0.020000,-13.141424,-11.580397,-11.942485,174.016678,50.173855,88.013807,43.452626,493.334448
RTM-NN,37.000000,0.020000,37.182462,14.564396,19.701895,NaN,84.340321,39.830056,62.281038,NaN
ERRM-NN,37.000000,0.020000,-13.174975,5.312832,-21.956205,114.271868,60.830320,419.925354,62.202944,337.533715
CERRM-NN,37.000000,0.020000,-16.439643,-2.552157,-24.832749,152.010879,42.142535,167.327124,31.057687,377.551484
TM-NN,37.000000,0.020000,124.043079,14.614354,83.557731,NaN,252.537565,26.975939,186.605645,NaN
ETM,38.000000,0.020000,-43.906559,-41.232921,-30.189704,872.067057,74.782616,92.890151,52.486308,1653.017051
ERTM,38.000000,0.020000,-4.947393,-13.371706,-9.402483,146.114764,59.864535,184.266146,52.611477,587.744608
RTM,38.000000,0.020000,29.830593,11.296091,15.655130,NaN,125.380012,494.372205,83.648441,NaN
ERRM,38.000000,0.020000,-27.296676,-34.006238,-34.224734,87.890313,74.963493,393.278506,94.941568,372.754513
CERRM,38.000000,0.020000,-14.694664,-7.095107,-24.629607,134.962091,46.103670,157.335090,36.836419,400.872770
TM,38.000000,0.020000,71.870371,-1.357821,47.103017,NaN,328.760266,2177.356320,242.852012,NaN
RRM,38.000000,0.020000,5.440565,13.790001,-53.470625,NaN,174.639024,547.988031,189.664986,NaN
CRRM,38.000000,0.020000,19.179024,17.092809,2.947112,NaN,121.230363,28.355647,74.301343,NaN
ETM-NN,38.000000,0.020000,-49.656037,-46.165734,-30.695046,925.725356,45.689888,84.734230,45.298665,1553.995300
ERTM-NN,38.000000,0.020000,-9.870720,-9.707150,-8.737664,163.922863,52.976758,145.159580,45.328242,464.986996
RTM-NN,38.000000,0.020000,38.756755,14.392175,20.633190,NaN,93.449174,23.720786,65.983818,NaN
ERRM-NN,38.000000,0.020000,-13.186767,-2.214608,-21.819578,115.385295,66.259777,160.993115,63.656359,346.401821
CERRM-NN,38.000000,0.020000,-15.837634,-4.580831,-24.428461,152.482413,42.622247,77.557907,30.971332,381.402671
TM-NN,38.000000,0.020000,119.700748,14.548868,80.232699,NaN,247.688604,29.874297,184.703826,NaN
ETM,39.000000,0.020000,-43.762521,-41.814173,-30.142461,893.911338,75.285071,93.436474,53.271916,1713.736167
ERTM,39.000000,0.020000,-5.060090,-12.905880,-7.666248,144.782176,58.228408,81.954432,52.217538,579.890189
RTM,39.000000,0.020000,29.792589,16.410239,15.764992,NaN,128.883045,57.588702,85.960510,NaN
ERRM,39.000000,0.020000,-28.237589,-27.227884,-34.839860,90.080824,78.033371,587.149172,95.099567,379.416493
CERRM,39.000000,0.020000,-15.668928,-5.473339,-25.297851,136.862518,46.077155,119.169959,37.548361,410.859183
TM,39.000000,0.020000,77.964148,20.139230,52.020524,NaN,326.179390,203.904742,240.860568,NaN
RRM,39.000000,0.020000,5.485401,9.473545,-51.985109,NaN,178.460073,1117.884023,188.485580,NaN
CRRM,39.000000,0.020000,18.857916,16.788771,2.387606,NaN,134.627487,32.476034,80.929997,NaN
ETM-NN,39.000000,0.020000,-49.703062,-44.433691,-30.585507,948.808545,45.858251,218.208480,45.540795,1593.654208
ERTM-NN,39.000000,0.020000,-8.802195,-9.549433,-7.402677,164.391709,54.797500,69.282077,47.020894,466.592012
RTM-NN,39.000000,0.020000,39.435937,14.540387,21.138281,NaN,96.221474,56.021469,68.192604,NaN
ERRM-NN,39.000000,0.020000,-13.682217,4.891062,-22.360391,117.985202,67.483259,493.359800,64.651388,355.190080
CERRM-NN,39.000000,0.020000,-16.810343,-4.079385,-25.060013,154.900832,43.182426,111.139700,31.865317,391.634863
TM-NN,39.000000,0.020000,123.382153,16.498226,83.385288,NaN,253.992948,220.263973,189.493015,NaN
ETM,40.000000,0.020000,-45.910933,-40.798277,-31.531461,920.301618,69.698827,119.467468,52.523648,1711.804019
ERTM,40.000000,0.020000,-4.107422,-16.274620,-7.082900,140.828292,57.135167,290.064345,51.280764,573.195497
RTM,40.000000,0.020000,29.098805,15.325410,15.380953,NaN,124.514147,85.524011,85.167810,NaN
ERRM,40.000000,0.020000,-27.636471,-34.084007,-34.285597,88.062317,73.802234,1456.051644,94.703646,390.753295
CERRM,40.000000,0.020000,-14.926607,-7.482076,-24.762569,134.013537,46.253926,122.813850,37.886219,421.316286
TM,40.000000,0.020000,83.584176,16.563656,55.916509,NaN,330.388969,252.858725,244.528752,NaN
RRM,40.000000,0.020000,7.380480,21.634169,-52.545180,NaN,168.211014,1186.322405,183.861620,NaN
CRRM,40.000000,0.020000,18.801017,17.432779,2.292793,NaN,126.714387,60.926250,79.087420,NaN
ETM-NN,40.000000,0.020000,-51.223201,-45.728370,-31.628039,972.146607,44.782152,111.519140,45.134474,1609.979891
ERTM-NN,40.000000,0.020000,-7.889037,-9.060109,-6.997481,160.434156,54.154658,55.136128,46.375135,452.241204
RTM-NN,40.000000,0.020000,38.885605,14.175871,20.997375,NaN,91.137554,24.355274,66.272023,NaN
ERRM-NN,40.000000,0.020000,-13.260308,10.990741,-22.128363,118.019569,66.820081,1102.375678,63.821361,364.506427
CERRM-NN,40.000000,0.020000,-16.148165,-4.855067,-24.569514,153.392991,42.841183,83.720597,32.084507,401.185577
TM-NN,40.000000,0.020000,128.069034,15.229850,86.756192,NaN,258.861178,76.386296,193.040822,NaN
ETM,41.000000,0.020000,-45.648854,-44.481324,-31.161405,911.961112,71.380673,191.024335,52.478216,1751.443008
ERTM,41.000000,0.020000,-4.944210,-12.405342,-7.023756,145.817874,57.467346,87.731485,51.118517,553.657224
RTM,41.000000,0.020000,27.266177,16.089827,14.462654,NaN,124.915038,32.700443,86.986918,NaN
ERRM,41.000000,0.020000,-28.553461,-27.111002,-33.990222,92.726389,78.259835,341.776615,94.714442,384.323835
CERRM,41.000000,0.020000,-16.067058,-15.562213,-26.182687,138.691893,50.991944,586.249150,39.174209,418.494750
TM,41.000000,0.020000,77.376638,18.201570,50.608979,NaN,330.818657,99.712720,244.036677,NaN
RRM,41.000000,0.020000,4.278968,17.748032,-52.952178,NaN,171.388399,948.608926,188.754405,NaN
CRRM,41.000000,0.020000,16.152977,16.713150,0.110616,NaN,129.074161,47.339274,81.185588,NaN
ETM-NN,41.000000,0.020000,-51.300385,-46.114773,-31.721737,977.671712,45.260370,95.104075,45.288185,1612.603940
ERTM-NN,41.000000,0.020000,-8.053009,-8.628507,-6.713073,164.919325,54.692141,70.500797,46.080762,449.361470
RTM-NN,41.000000,0.020000,38.101041,14.152575,20.658621,NaN,86.753211,26.803891,65.722927,NaN
ERRM-NN,41.000000,0.020000,-14.135773,-3.305625,-22.215551,120.731215,67.698700,118.141585,65.332832,359.168683
CERRM-NN,41.000000,0.020000,-16.944136,-6.194646,-25.548214,157.689906,46.863698,51.599814,32.179058,398.328449
TM-NN,41.000000,0.020000,124.447530,15.105697,83.456974,NaN,255.580251,38.139152,188.972589,NaN
ETM,42.000000,0.020000,-46.487065,-41.249147,-32.354998,936.280407,65.126286,194.562313,53.075892,1742.164526
ERTM,42.000000,0.020000,-4.376402,-11.989769,-5.948106,145.750753,56.426815,139.861059,49.174467,534.778047
RTM,42.000000,0.020000,27.308689,17.026644,14.146648,NaN,125.370416,57.385716,87.158358,NaN
ERRM,42.000000,0.020000,-29.370722,-46.135688,-34.761585,94.654064,79.355977,1491.208435,98.769607,394.489339
CERRM,42.000000,0.020000,-15.872441,-5.644805,-26.610873,145.462170,49.911138,163.528994,39.827714,435.915611
TM,42.000000,0.020000,79.737152,19.773563,52.504699,NaN,335.134723,113.883336,247.334059,NaN
RRM,42.000000,0.020000,3.000153,10.707580,-52.971214,NaN,169.537696,311.816775,184.117018,NaN
CRRM,42.000000,0.020000,13.936635,17.813485,-1.682145,NaN,125.193931,113.698649,80.316107,NaN
ETM-NN,42.000000,0.020000,-51.736996,-46.325111,-32.298972,988.640503,45.533841,190.145309,45.515086,1625.132210
